0,1,2,3,4,5,6,7,8
11.0,0.0,0.65,0.52,0.21,1.6785,0.6665,308.0,0.46
10.0,0.0,0.65,525.0,185.0,1622.0,0.6645,0.3225,477.0
9.0,1.0,655.0,0.46,0.16,1494.0,0.6895,331.0,0.1825
11.0,1.0,0.66,505.0,185.0,1528.0,0.69,0.3025,441.0
9.0,0.0,0.66,535.0,0.19,1.5905,0.6425,297.0,0.5175
10.0,0.0,0.66,495.0,195.0,1.6275,594.0,0.3595,485.0
6.0,1.0,0.66,475.0,0.18,1.3695,641.0,294.0,335.0
11.0,0.0,0.67,525.0,165.0,1.6085,682.0,0.3145,0.4005
10.0,1.0,675.0,0.57,225.0,1587.0,739.0,0.2995,435.0
12.0,1.0,675.0,565.0,195.0,1.8375,0.7645,0.3615,553.0
12.0,0.0,0.68,535.0,185.0,1607.0,0.7245,0.3215,498.0
8.0,0.0,0.69,525.0,175.0,1.7005,0.8255,362.0,405.0
10.0,0.0,0.69,505.0,0.2,1872.0,893.0,0.4015,0.48
10.0,1.0,695.0,535.0,175.0,1.8385,0.8035,396.0,503.0
12.0,1.0,705.0,535.0,0.18,1685.0,693.0,0.42,0.4045
11.0,0.0,0.71,565.0,205.0,2198.0,1012.0,0.5225,0.5475
10.0,0.0,715.0,565.0,175.0,1.9525,0.7645,0.4185,0.4135
11.0,1.0,715.0,525.0,185.0,1.56,0.6655,383.0,405.0
11.0,1.0,735.0,0.6,0.22,2555.0,1.1335,0.44,0.6
12.0,0.0,765.0,0.6,0.22,2302.0,1007.0,509.0,0.6205
4.0,2.0,185.0,0.13,45.0,29.0,12.0,0.0075,0.0095
3.0,2.0,195.0,0.15,45.0,0.0375,18.0,6.0,11.0
4.0,2.0,195.0,135.0,0.04,0.0325,0.0135,5.0,0.0095
4.0,2.0,0.2,155.0,0.04,0.0435,0.0155,9.0,7.0
4.0,2.0,225.0,165.0,55.0,59.0,27.0,0.0125,15.0
4.0,2.0,245.0,0.18,65.0,71.0,0.03,13.0,0.0215
5.0,2.0,0.25,0.18,65.0,0.0685,0.0245,0.0155,0.0225
7.0,2.0,265.0,195.0,55.0,84.0,0.0365,0.0175,25.0
6.0,2.0,275.0,195.0,65.0,106.0,54.0,0.02,28.0
5.0,2.0,0.28,0.21,85.0,0.1075,0.0415,24.0,34.0
5.0,2.0,285.0,0.22,65.0,96.0,0.0405,0.0205,0.03
6.0,2.0,315.0,235.0,55.0,151.0,65.0,27.0,39.0
6.0,2.0,0.32,225.0,85.0,0.1415,0.0675,0.0295,0.0405
5.0,2.0,0.34,265.0,0.08,0.2015,0.09,0.0475,55.0
6.0,2.0,0.37,0.28,0.1,221.0,0.1165,0.0265,0.0635
6.0,2.0,375.0,0.28,0.08,0.2345,0.1125,0.0455,67.0
7.0,2.0,385.0,0.29,0.08,0.2485,122.0,0.0495,65.0
6.0,2.0,0.4,0.32,95.0,348.0,194.0,53.0,87.0
7.0,2.0,405.0,0.3,0.11,0.32,172.0,44.0,93.0
7.0,2.0,0.41,0.3,0.1,282.0,0.1255,57.0,0.0875
6.0,2.0,0.41,325.0,0.1,0.3245,132.0,72.0,106.0
7.0,2.0,0.42,0.3,105.0,316.0,0.1255,0.07,0.1035
7.0,2.0,0.42,0.32,0.11,0.3625,174.0,0.0635,105.0
6.0,2.0,0.42,0.31,95.0,279.0,0.1255,51.0,88.0
7.0,2.0,425.0,325.0,115.0,0.3685,162.0,0.0865,0.1045
7.0,0.0,0.43,335.0,0.12,397.0,0.1985,0.0865,0.1035
6.0,2.0,435.0,0.33,0.11,413.0,0.2055,96.0,96.0
7.0,2.0,0.44,0.33,0.11,0.3705,0.1545,84.0,0.12
7.0,2.0,445.0,345.0,105.0,409.0,0.1675,0.1015,117.0
7.0,2.0,445.0,0.34,145.0,434.0,0.1945,0.0905,0.13
8.0,2.0,445.0,335.0,0.11,411.0,0.1985,0.0935,109.0
8.0,2.0,0.45,365.0,125.0,462.0,0.2135,0.0985,0.1315
7.0,2.0,0.45,0.33,105.0,0.3715,0.1865,0.0785,0.0975
6.0,2.0,0.45,0.33,0.1,411.0,0.1945,0.1,98.0
7.0,2.0,0.46,0.35,115.0,0.4155,0.18,98.0,0.1175
7.0,0.0,0.47,0.36,105.0,544.0,0.27,0.1395,129.0
6.0,2.0,0.47,0.38,125.0,0.4845,211.0,0.1075,142.0
6.0,2.0,475.0,0.35,0.11,0.4565,206.0,99.0,0.13
7.0,2.0,475.0,0.35,0.1,0.4545,0.2165,111.0,115.0
8.0,2.0,0.48,0.38,125.0,0.6245,0.3395,0.1085,0.1665
7.0,0.0,0.49,465.0,125.0,0.5225,235.0,0.13,141.0
9.0,2.0,0.5,375.0,0.12,542.0,215.0,116.0,0.17
8.0,2.0,0.5,0.38,125.0,519.0,0.2485,0.1135,134.0
6.0,0.0,0.5,0.39,125.0,0.5215,0.2485,117.0,131.0
7.0,1.0,505.0,0.39,125.0,0.5445,246.0,0.15,0.1405
6.0,1.0,0.51,0.4,125.0,545.0,261.0,115.0,0.1385
9.0,2.0,0.51,0.4,125.0,0.5575,0.2615,0.1195,0.1525
8.0,2.0,515.0,385.0,125.0,0.6115,0.3175,0.1265,0.15
9.0,0.0,0.52,0.4,145.0,0.7765,0.3525,0.1845,185.0
8.0,2.0,0.52,0.38,135.0,0.5395,0.2295,133.0,157.0
8.0,2.0,0.52,0.38,125.0,0.5545,288.0,0.1295,167.0
7.0,1.0,0.52,0.46,0.15,1019.0,523.0,0.1985,254.0
8.0,2.0,525.0,0.4,0.13,0.6455,325.0,0.1245,0.17
9.0,2.0,525.0,0.4,0.14,601.0,0.2625,0.1285,0.1835
9.0,0.0,525.0,405.0,0.12,0.7555,0.3755,0.1555,201.0
8.0,2.0,525.0,395.0,0.12,608.0,297.0,0.1395,0.1405
8.0,2.0,0.53,0.4,125.0,617.0,279.0,127.0,0.19
9.0,2.0,535.0,0.39,125.0,599.0,0.2595,149.0,169.0
10.0,2.0,0.54,0.42,0.14,0.6665,0.3125,138.0,0.1895
7.0,0.0,545.0,0.39,135.0,0.7835,0.4225,0.1815,156.0
9.0,0.0,545.0,0.41,0.12,793.0,434.0,0.1405,0.19
9.0,0.0,545.0,415.0,0.14,0.82,0.4615,127.0,218.0
8.0,1.0,0.55,415.0,135.0,0.8145,427.0,0.1855,175.0
8.0,1.0,0.55,0.43,0.15,0.84,395.0,195.0,223.0
10.0,0.0,0.55,425.0,0.15,0.8315,411.0,0.1765,0.2165
9.0,0.0,0.56,0.43,145.0,0.8995,464.0,0.1775,234.0
8.0,0.0,0.56,445.0,0.16,0.8965,0.42,0.2175,0.2215
8.0,1.0,0.56,0.44,155.0,0.6405,336.0,0.1765,245.0
8.0,0.0,0.56,415.0,145.0,852.0,0.43,0.1885,205.0
9.0,0.0,565.0,455.0,0.15,0.9595,0.4565,0.2395,0.23
8.0,0.0,565.0,435.0,0.15,0.99,0.5795,0.1825,206.0
9.0,1.0,565.0,0.45,175.0,1.0095,447.0,0.2375,0.2645
9.0,0.0,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25
7.0,1.0,575.0,0.46,145.0,0.9945,466.0,229.0,265.0
10.0,1.0,575.0,0.45,0.16,1068.0,556.0,214.0,0.2575
9.0,0.0,575.0,435.0,0.14,0.8455,401.0,191.0,222.0
9.0,1.0,575.0,0.47,165.0,869.0,435.0,197.0,238.0
9.0,0.0,575.0,455.0,135.0,907.0,0.4245,197.0,0.26
10.0,2.0,575.0,435.0,0.13,805.0,0.3155,0.2155,245.0
9.0,0.0,575.0,445.0,0.17,1.0225,549.0,0.2175,228.0
9.0,0.0,575.0,445.0,145.0,847.0,415.0,0.1945,0.22
8.0,0.0,0.58,455.0,0.15,1114.0,0.4765,0.2155,265.0
9.0,0.0,0.58,455.0,195.0,1859.0,945.0,426.0,441.0
9.0,0.0,0.58,445.0,135.0,814.0,0.3775,0.1915,0.22
9.0,0.0,0.58,0.45,0.14,0.9615,486.0,0.1815,253.0
8.0,0.0,0.58,0.45,145.0,1.0025,547.0,0.1975,0.2295
9.0,1.0,0.58,0.45,155.0,0.93,385.0,246.0,265.0
9.0,0.0,585.0,0.46,145.0,0.9335,478.0,0.1825,235.0
8.0,0.0,0.59,0.47,0.15,0.9955,481.0,232.0,0.24
9.0,1.0,0.6,475.0,0.16,1.0265,485.0,0.2495,0.2565
8.0,0.0,0.6,455.0,0.17,1.1915,696.0,0.2395,0.24
8.0,1.0,0.6,465.0,0.15,1.1025,0.5455,262.0,0.25
10.0,0.0,0.6,465.0,155.0,1.0165,512.0,0.2465,225.0
9.0,0.0,605.0,475.0,0.14,1.1175,555.0,257.0,274.0
10.0,0.0,605.0,0.48,0.17,1.1835,582.0,0.2365,317.0
9.0,1.0,605.0,475.0,165.0,1056.0,433.0,0.2195,357.0
8.0,0.0,0.61,485.0,0.16,1.0145,0.5315,212.0,0.2415
9.0,0.0,0.61,485.0,145.0,1.3305,783.0,0.2255,0.2865
9.0,0.0,0.61,0.47,165.0,1052.0,498.0,242.0,267.0
9.0,1.0,615.0,465.0,0.15,923.0,0.4615,0.1825,0.2415
9.0,1.0,615.0,475.0,155.0,1027.0,447.0,0.25,285.0
8.0,0.0,0.62,0.47,135.0,1.0195,0.5315,0.2005,0.2475
8.0,0.0,0.62,0.45,0.2,858.0,0.4285,0.1525,0.2405
8.0,1.0,0.62,0.48,0.16,1.1125,0.5635,0.2445,281.0
9.0,1.0,625.0,485.0,175.0,1.3745,0.7335,0.2715,332.0
8.0,0.0,625.0,0.48,185.0,1.2065,587.0,0.29,286.0
8.0,0.0,0.63,0.47,155.0,1.1325,589.0,211.0,287.0
10.0,0.0,0.63,0.5,175.0,1.2645,0.5635,0.3065,0.3425
9.0,1.0,635.0,495.0,15.0,1.1565,0.5115,308.0,0.2885
10.0,0.0,0.64,515.0,165.0,1369.0,632.0,0.3415,358.0
10.0,0.0,645.0,0.53,195.0,1.39,0.6465,0.2945,0.3735
9.0,1.0,0.65,0.5,0.19,1464.0,0.6415,339.0,0.4245
11.0,0.0,0.65,0.5,155.0,1202.0,565.0,0.3135,294.0
11.0,0.0,655.0,515.0,0.16,1.31,553.0,369.0,345.0
10.0,1.0,655.0,0.51,175.0,1415.0,0.5885,0.3725,364.0
11.0,1.0,0.66,0.53,185.0,1346.0,546.0,0.2705,476.0
8.0,0.0,665.0,525.0,0.16,1363.0,629.0,279.0,0.34
9.0,1.0,0.67,505.0,205.0,1.3645,0.6075,0.3025,353.0
14.0,1.0,685.0,0.54,215.0,1.7025,664.0,0.3655,0.4735
9.0,1.0,0.69,0.54,155.0,1454.0,624.0,0.3105,0.39
9.0,1.0,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695
9.0,0.0,0.7,565.0,0.18,1751.0,895.0,0.3355,446.0
12.0,0.0,0.7,575.0,0.19,2273.0,1095.0,418.0,638.0
9.0,1.0,0.7,525.0,0.19,1.6465,0.8545,307.0,0.3995
9.0,1.0,705.0,0.55,0.17,1219.0,0.6395,236.0,301.0
11.0,1.0,0.71,0.56,0.18,1652.0,735.0,381.0,0.4525
12.0,0.0,715.0,0.55,0.19,2.0045,1.0465,407.0,0.5075
10.0,0.0,715.0,535.0,0.19,1.6755,889.0,313.0,0.42
10.0,1.0,0.72,0.58,195.0,2103.0,1.0265,0.48,0.5375
10.0,1.0,0.72,0.55,0.2,1.9965,0.9035,469.0,0.5215
8.0,0.0,0.72,565.0,145.0,1187.0,691.0,0.1945,0.2685
12.0,0.0,725.0,505.0,185.0,1978.0,1026.0,0.4255,0.4505
12.0,1.0,0.73,575.0,185.0,1.8795,931.0,0.38,0.4825
11.0,0.0,735.0,585.0,185.0,2124.0,952.0,0.55,0.5
11.0,0.0,745.0,565.0,215.0,1931.0,896.0,0.4585,0.5
11.0,1.0,0.75,0.57,0.21,2236.0,1109.0,0.5195,545.0
11.0,1.0,755.0,625.0,0.21,2505.0,1.1965,513.0,0.6785
10.0,0.0,755.0,0.58,205.0,2.0065,0.8295,0.4015,595.0
11.0,1.0,0.78,0.63,215.0,2657.0,1488.0,0.4985,586.0
6.0,2.0,185.0,375.0,0.12,0.4645,196.0,0.1045,0.15
4.0,2.0,245.0,205.0,0.06,0.0765,34.0,14.0,0.0215
5.0,2.0,0.25,185.0,65.0,0.0685,0.0295,14.0,0.0225
5.0,2.0,0.25,0.19,65.0,0.0835,39.0,15.0,25.0
6.0,2.0,275.0,195.0,0.09,0.1125,0.0545,0.0295,0.0355
5.0,2.0,305.0,215.0,65.0,0.1075,44.0,0.0205,38.0
5.0,2.0,0.31,225.0,0.07,0.1055,435.0,15.0,0.04
5.0,2.0,315.0,0.23,0.08,0.1375,0.0545,31.0,0.0445
5.0,2.0,315.0,0.23,0.07,0.1145,46.0,0.0235,0.0385
6.0,2.0,325.0,225.0,75.0,139.0,0.0565,32.0,0.09
7.0,2.0,0.33,0.25,95.0,0.2085,102.0,0.0395,52.0
5.0,2.0,0.33,205.0,95.0,0.1595,77.0,32.0,0.0435
7.0,2.0,335.0,245.0,0.09,0.2015,96.0,0.0405,48.0
6.0,2.0,0.34,0.25,0.09,179.0,0.0775,33.0,55.0
6.0,2.0,345.0,255.0,95.0,0.1945,0.0925,37.0,55.0
5.0,2.0,345.0,255.0,85.0,0.2005,105.0,37.0,0.05
6.0,2.0,0.35,0.27,75.0,215.0,0.1,36.0,65.0
8.0,2.0,0.35,255.0,0.09,0.1785,0.0855,0.0305,0.0525
4.0,2.0,0.36,0.27,85.0,196.0,0.0875,35.0,64.0
6.0,2.0,365.0,0.27,85.0,0.1875,81.0,42.0,58.0
7.0,2.0,365.0,0.27,85.0,196.0,0.0825,0.0375,0.06
7.0,2.0,365.0,265.0,85.0,213.0,0.0945,49.0,0.06
7.0,2.0,0.37,0.29,0.09,0.2445,89.0,0.0655,75.0
5.0,2.0,375.0,0.29,95.0,213.0,96.0,41.0,61.0
7.0,2.0,375.0,0.29,85.0,0.2385,118.0,45.0,0.0695
6.0,2.0,375.0,275.0,0.09,218.0,93.0,0.0405,0.0755
6.0,2.0,375.0,275.0,95.0,0.2465,0.11,0.0415,0.0775
8.0,2.0,375.0,0.28,0.08,0.2025,0.0825,48.0,65.0
7.0,2.0,375.0,0.27,85.0,218.0,0.0945,39.0,0.07
6.0,2.0,0.38,275.0,0.11,256.0,0.11,0.0535,0.0755
8.0,2.0,0.38,0.27,0.08,0.2105,0.0865,42.0,0.07
9.0,2.0,385.0,0.29,0.09,0.2615,111.0,0.0595,0.0745
8.0,2.0,385.0,0.28,85.0,0.2175,97.0,38.0,67.0
7.0,2.0,385.0,0.3,95.0,302.0,152.0,0.0615,0.0735
5.0,2.0,385.0,0.28,0.09,228.0,0.1025,42.0,0.0655
7.0,2.0,0.39,0.3,95.0,0.3265,0.1665,0.0575,89.0
8.0,2.0,395.0,305.0,105.0,284.0,0.1135,0.0595,0.0945
8.0,2.0,395.0,295.0,95.0,0.2725,115.0,0.0625,85.0
5.0,2.0,395.0,0.27,0.1,0.2985,0.1445,61.0,82.0
5.0,2.0,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765
6.0,2.0,405.0,285.0,0.09,0.2645,0.1265,0.0505,75.0
7.0,2.0,0.41,335.0,0.11,0.33,157.0,0.0705,0.17
6.0,2.0,0.42,305.0,0.09,328.0,168.0,0.0615,82.0
7.0,2.0,425.0,325.0,0.11,0.3335,173.0,45.0,0.1
7.0,2.0,425.0,0.32,0.1,0.3055,126.0,0.06,106.0
7.0,2.0,425.0,0.31,0.09,301.0,0.1385,65.0,0.08
8.0,2.0,0.43,0.34,0.0,428.0,0.2065,86.0,115.0
8.0,2.0,0.43,315.0,95.0,378.0,175.0,0.08,0.1045
7.0,2.0,435.0,315.0,0.11,0.3685,0.1615,0.0715,0.12
9.0,2.0,0.44,0.34,0.12,438.0,0.2115,83.0,0.12
9.0,2.0,0.45,0.33,105.0,448.0,208.0,89.0,0.12
8.0,2.0,455.0,345.0,105.0,0.4005,164.0,0.0755,126.0
8.0,1.0,455.0,365.0,115.0,0.4305,184.0,108.0,0.1245
8.0,2.0,455.0,0.33,0.1,372.0,358.0,0.0775,0.11
7.0,2.0,0.46,0.36,105.0,466.0,0.2225,99.0,0.11
9.0,2.0,0.46,0.35,105.0,0.3705,0.1575,77.0,114.0
8.0,1.0,0.46,365.0,125.0,0.4785,206.0,0.1045,141.0
11.0,2.0,465.0,0.34,0.11,346.0,0.1425,73.0,113.0
8.0,2.0,0.47,365.0,0.1,411.0,175.0,0.0855,135.0
8.0,2.0,0.47,355.0,0.18,0.48,0.2055,105.0,0.1505
8.0,2.0,475.0,355.0,0.1,0.5035,0.2535,91.0,0.14
8.0,2.0,475.0,0.38,0.12,441.0,0.1785,0.0885,0.1505
8.0,2.0,475.0,0.36,0.11,492.0,211.0,0.11,0.15
9.0,2.0,0.48,0.37,125.0,0.5435,244.0,101.0,165.0
8.0,2.0,0.48,355.0,115.0,0.4725,0.2065,112.0,132.0
8.0,2.0,0.48,365.0,0.1,461.0,0.2205,0.0835,135.0
8.0,2.0,495.0,355.0,0.12,0.4965,214.0,0.1045,0.1495
7.0,2.0,495.0,0.38,0.13,0.5125,0.2185,116.0,0.16
8.0,0.0,495.0,395.0,0.12,553.0,224.0,0.1375,167.0
9.0,2.0,0.5,0.38,135.0,594.0,0.2945,104.0,0.1565
9.0,0.0,0.5,0.42,135.0,0.6765,302.0,0.1415,0.2065
9.0,2.0,0.5,375.0,145.0,0.5795,239.0,0.1375,185.0
9.0,2.0,0.5,0.41,0.14,0.6615,0.2585,0.1625,196.0
7.0,2.0,0.5,375.0,125.0,0.5695,259.0,124.0,157.0
9.0,2.0,0.5,395.0,0.14,0.6215,0.2925,0.1205,195.0
8.0,2.0,505.0,405.0,0.13,0.6015,0.3015,0.11,0.18
7.0,2.0,505.0,0.38,0.12,594.0,0.2595,0.1435,0.18
8.0,2.0,505.0,395.0,105.0,551.0,248.0,103.0,171.0
7.0,2.0,515.0,0.38,0.12,625.0,0.3265,0.1295,0.16
13.0,2.0,515.0,0.42,135.0,711.0,337.0,144.0,205.0
9.0,2.0,515.0,0.4,135.0,0.6965,0.32,0.1255,175.0
9.0,2.0,0.52,395.0,125.0,663.0,0.3005,131.0,0.1905
9.0,2.0,525.0,0.4,125.0,0.6965,369.0,0.1385,164.0
9.0,0.0,525.0,0.42,155.0,842.0,428.0,0.1415,0.2045
9.0,2.0,0.53,415.0,0.13,694.0,0.3905,111.0,167.0
10.0,2.0,0.53,0.42,155.0,0.81,0.4725,111.0,192.0
9.0,2.0,0.53,415.0,0.11,0.5745,0.2525,0.1235,189.0
9.0,2.0,0.53,425.0,0.13,0.7675,419.0,0.1205,0.21
9.0,2.0,535.0,0.4,135.0,0.6025,0.2895,121.0,154.0
8.0,2.0,535.0,415.0,0.15,0.5765,0.3595,135.0,225.0
9.0,1.0,535.0,0.41,0.13,0.7145,335.0,144.0,0.2075
9.0,0.0,535.0,435.0,0.15,717.0,0.3475,0.1445,194.0
10.0,1.0,0.54,0.42,145.0,0.8655,0.4315,163.0,0.2175
8.0,2.0,545.0,435.0,135.0,0.7715,372.0,148.0,227.0
9.0,1.0,545.0,445.0,0.15,0.8,0.3535,163.0,207.0
10.0,2.0,545.0,0.43,0.15,0.7285,302.0,0.1315,0.2545
8.0,2.0,545.0,405.0,135.0,0.5945,0.27,0.1185,185.0
11.0,2.0,0.55,0.43,145.0,0.7895,0.3745,171.0,223.0
9.0,1.0,0.55,405.0,125.0,651.0,0.2965,137.0,0.2
9.0,0.0,0.55,0.43,0.15,0.8745,413.0,0.1905,248.0
10.0,2.0,0.55,435.0,0.14,0.7535,0.3285,0.1555,0.2325
9.0,2.0,0.55,425.0,135.0,0.7305,0.3325,0.1545,215.0
9.0,0.0,555.0,0.44,0.14,0.8705,407.0,156.0,255.0
10.0,2.0,555.0,0.43,155.0,0.7395,0.3135,0.1435,0.28
9.0,2.0,555.0,0.43,0.14,0.7665,341.0,165.0,0.23
9.0,2.0,555.0,425.0,145.0,0.7905,0.3485,0.1765,225.0
9.0,2.0,0.56,425.0,135.0,0.8205,0.3715,185.0,236.0
9.0,2.0,0.56,425.0,145.0,688.0,0.3095,0.1305,0.2165
10.0,1.0,0.56,445.0,155.0,1224.0,0.5565,0.3225,0.2695
9.0,2.0,0.56,455.0,145.0,974.0,547.0,0.1615,235.0
11.0,2.0,565.0,0.44,175.0,0.8735,414.0,0.21,0.21
8.0,1.0,565.0,0.45,145.0,0.8495,0.4215,0.1685,225.0
8.0,0.0,565.0,445.0,0.15,796.0,0.3635,184.0,219.0
10.0,2.0,0.57,0.45,145.0,751.0,0.2825,0.2195,0.2215
8.0,2.0,0.57,0.45,135.0,794.0,0.3815,0.1415,245.0
9.0,1.0,0.57,0.46,135.0,0.9795,397.0,0.2525,0.2655
10.0,2.0,0.57,0.44,0.13,0.7665,347.0,0.1785,202.0
9.0,0.0,0.57,435.0,125.0,0.8965,383.0,0.1835,275.0
10.0,1.0,575.0,0.42,135.0,857.0,461.0,147.0,0.2125
9.0,1.0,575.0,0.48,165.0,1078.0,511.0,0.2095,306.0
10.0,0.0,575.0,0.46,155.0,892.0,0.4415,176.0,0.22
10.0,0.0,0.58,455.0,135.0,0.7955,405.0,167.0,204.0
8.0,1.0,0.58,445.0,0.15,858.0,0.4,156.0,253.0
9.0,0.0,585.0,465.0,155.0,0.9145,0.4555,0.1965,235.0
10.0,2.0,585.0,475.0,0.16,1.0505,0.48,234.0,285.0
10.0,0.0,585.0,0.46,165.0,1.1135,0.5825,0.2345,274.0
10.0,0.0,585.0,0.47,165.0,1409.0,0.8,229.0,295.0
10.0,0.0,585.0,475.0,0.15,1065.0,0.5315,199.0,0.2885
8.0,0.0,585.0,0.45,0.18,0.7995,336.0,0.1855,237.0
9.0,2.0,0.59,445.0,135.0,0.7715,328.0,0.1745,0.23
10.0,0.0,0.59,455.0,155.0,0.8855,388.0,188.0,275.0
10.0,1.0,595.0,465.0,0.15,0.98,0.4115,196.0,0.2255
12.0,1.0,595.0,465.0,155.0,1026.0,0.4645,112.0,305.0
10.0,0.0,0.6,475.0,0.17,1.1315,508.0,272.0,309.0
11.0,0.0,0.6,0.48,155.0,1014.0,451.0,0.1885,325.0
10.0,2.0,0.6,475.0,0.15,1.12,565.0,0.2465,0.27
11.0,1.0,0.6,465.0,155.0,1.04,0.4755,0.25,0.28
10.0,1.0,0.6,455.0,145.0,0.8895,419.0,0.1715,269.0
11.0,0.0,0.6,0.46,155.0,0.9595,0.4455,189.0,295.0
11.0,2.0,605.0,485.0,0.15,1238.0,0.6315,226.0,0.33
10.0,0.0,605.0,0.49,0.14,0.9755,419.0,206.0,315.0
11.0,2.0,605.0,435.0,0.13,0.9025,432.0,174.0,0.26
12.0,1.0,605.0,0.47,0.16,1.0835,0.5405,0.2215,275.0
10.0,0.0,0.61,475.0,0.17,1.0265,435.0,0.2335,0.3035
9.0,2.0,0.61,465.0,0.15,0.9605,0.4495,0.1725,286.0
10.0,0.0,0.61,0.48,0.17,1137.0,0.4565,0.29,347.0
10.0,0.0,0.61,0.46,0.16,1.0,494.0,197.0,275.0
10.0,1.0,615.0,475.0,155.0,1004.0,0.4475,193.0,0.2895
10.0,0.0,615.0,0.47,165.0,1128.0,0.4465,0.2195,0.34
10.0,0.0,615.0,0.5,0.17,1054.0,0.4845,228.0,295.0
12.0,1.0,615.0,475.0,165.0,1023.0,0.4905,0.1955,0.3035
10.0,0.0,615.0,475.0,0.17,1129.0,0.4795,302.0,0.3
9.0,0.0,615.0,0.48,175.0,1118.0,446.0,0.3195,0.3
10.0,1.0,615.0,475.0,155.0,1115.0,484.0,0.2115,355.0
10.0,0.0,0.62,0.51,175.0,1.2815,0.5715,0.2385,0.39
12.0,0.0,0.62,495.0,0.18,1.2555,0.5765,254.0,355.0
10.0,1.0,0.62,0.5,0.15,1293.0,596.0,0.3135,354.0
10.0,1.0,0.62,475.0,0.16,1.1295,463.0,0.2685,0.33
11.0,1.0,625.0,505.0,175.0,1.15,0.5475,256.0,0.3045
9.0,1.0,625.0,515.0,0.16,1264.0,0.5715,326.0,321.0
12.0,1.0,625.0,0.48,155.0,1.2035,0.5865,239.0,0.3185
9.0,1.0,0.63,485.0,0.17,1.3205,0.5945,345.0,345.0
11.0,2.0,0.63,505.0,0.18,1272.0,0.6025,295.0,315.0
12.0,0.0,0.63,485.0,145.0,1062.0,0.5065,0.1785,0.3365
10.0,2.0,0.63,475.0,145.0,1.0605,0.5165,0.2195,0.28
12.0,0.0,0.63,495.0,0.16,1093.0,497.0,221.0,315.0
9.0,1.0,635.0,0.5,165.0,1.4595,705.0,0.2645,0.39
9.0,1.0,635.0,495.0,175.0,1211.0,707.0,0.2725,323.0
10.0,0.0,635.0,0.51,155.0,986.0,405.0,0.2255,0.31
15.0,0.0,0.64,565.0,0.23,1521.0,644.0,372.0,406.0
10.0,0.0,0.64,525.0,0.18,1.3135,0.4865,0.2995,0.4075
11.0,0.0,645.0,0.51,0.16,1.1835,556.0,0.2385,345.0
10.0,0.0,645.0,0.5,195.0,1401.0,0.6165,0.3515,0.3725
11.0,0.0,645.0,525.0,0.16,1.5075,0.7455,245.0,0.4325
11.0,1.0,0.65,505.0,165.0,1.16,0.4785,274.0,349.0
11.0,1.0,0.65,0.59,0.22,1662.0,0.77,378.0,435.0
11.0,0.0,0.65,525.0,175.0,1.5365,0.6865,0.3585,405.0
9.0,0.0,0.65,0.51,0.19,1542.0,0.7155,0.3735,375.0
10.0,1.0,0.65,0.51,0.17,1567.0,0.7245,349.0,391.0
10.0,1.0,655.0,525.0,0.19,1.3595,564.0,0.3215,0.3985
13.0,0.0,655.0,535.0,205.0,1.6445,0.7305,0.3595,0.46
10.0,1.0,655.0,0.52,0.19,1.4545,0.6,0.3865,383.0
10.0,0.0,655.0,0.49,175.0,1.3585,0.6395,294.0,365.0
10.0,1.0,0.66,495.0,0.21,1548.0,724.0,0.3525,0.3925
10.0,1.0,0.66,515.0,0.17,1337.0,615.0,0.3125,0.3575
10.0,1.0,665.0,0.53,0.18,1491.0,0.6345,342.0,435.0
11.0,1.0,0.67,0.53,225.0,1.5615,0.63,487.0,0.3725
10.0,1.0,0.67,505.0,175.0,1.0145,0.4375,271.0,0.3745
13.0,0.0,675.0,545.0,185.0,1.7375,876.0,0.3135,469.0
9.0,0.0,685.0,545.0,205.0,1.7925,0.8145,416.0,461.0
12.0,1.0,0.7,545.0,0.13,1556.0,0.6725,374.0,195.0
10.0,0.0,705.0,565.0,515.0,2.21,1.1075,0.4865,512.0
11.0,0.0,705.0,555.0,215.0,2141.0,1.0465,383.0,528.0
12.0,1.0,705.0,0.57,0.18,1.5345,0.96,0.4195,0.43
11.0,1.0,0.71,0.55,0.17,1614.0,743.0,345.0,0.45
13.0,1.0,0.72,575.0,0.17,1.9335,913.0,389.0,0.51
12.0,0.0,0.72,575.0,215.0,2173.0,0.9515,564.0,0.5365
11.0,1.0,725.0,0.6,0.2,1737.0,697.0,0.3585,595.0
12.0,1.0,735.0,565.0,205.0,2.1275,949.0,0.46,565.0
9.0,1.0,745.0,0.57,215.0,2.25,1.1565,446.0,558.0
14.0,1.0,0.75,0.61,235.0,2.5085,1232.0,519.0,612.0
14.0,1.0,815.0,0.65,0.25,2255.0,0.8905,0.42,0.7975
3.0,2.0,0.14,105.0,35.0,14.0,0.0055,0.0025,4.0
4.0,2.0,0.23,165.0,0.06,0.0515,19.0,0.0145,36.0
7.0,2.0,365.0,265.0,135.0,0.2215,105.0,47.0,0.0605
6.0,2.0,0.37,0.27,95.0,232.0,0.1325,41.0,0.0615
7.0,2.0,375.0,0.28,85.0,0.3155,187.0,46.0,67.0
5.0,2.0,395.0,295.0,0.09,0.3025,143.0,0.0665,0.0765
