0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
8.3,3.0,7.0,3199.0,165.0,9.0,10.0,632.0,3.5,5.7,234.0,0.95,29.2,46.2,2548.0
8.3,1.0,7.0,2671.0,169.0,9.0,9.3,613.0,9999.0,5.9,244.0,772.0,18.8,54.5,2.159
8.3,1.0,7.0,2962.0,147.0,9.0,10.7,9999.0,9999.0,9999.0,235.0,1.23,31.3,45.9,2.6
8.3,1.0,7.0,1969.0,114.0,9.0,10.9,9999.0,9999.0,9999.0,211.0,0.96,36.7,34.3,3.172
8.3,1.0,7.0,1797.0,124.0,9.0,9.6,9999.0,9999.0,9999.0,223.0,0.974,49.8,30.1,3.618
8.3,2.0,7.0,1998.0,147.0,9.0,8.7,9999.0,9999.0,9999.0,223.0,0.814,50.9,42.8,2.72
8.3,3.0,7.0,2771.0,142.0,9.0,11.4,679.0,9999.0,5.9,232.0,1.25,27.2,37.7,3.68
8.3,1.0,7.0,2771.0,142.0,9.0,11.0,679.0,9999.0,5.8,228.0,3324.0,6.1,11.4,1125.0
8.3,2.0,8.0,2926.0,135.0,9.0,11.9,0.68,9999.0,9999.0,225.0,1.28,21.1,54.7,2136.0
8.3,2.0,8.0,2926.0,135.0,9.0,12.5,0.694,9999.0,9999.0,222.0,1.95,19.3,50.7,2.4
8.3,1.0,7.0,2962.0,147.0,9.0,10.4,9999.0,9999.0,9999.0,235.0,1.6,25.4,44.3,2.652
8.3,1.0,7.0,2435.0,147.0,9.0,9999.0,669.0,9999.0,9999.0,220.0,787.0,17.9,46.6,2484.0
8.3,1.0,7.0,2435.0,147.0,9.0,9999.0,669.0,9999.0,9999.0,220.0,787.0,17.9,46.6,2484.0
8.4,2.0,7.0,2295.0,142.0,9.0,9.5,617.0,4.1,5.9,234.0,1.56,21.7,41.8,2.768
8.4,2.0,7.0,2295.0,142.0,9.0,9.7,617.0,3.7,5.8,231.0,1.22,22.5,42.6,2714.0
8.4,2.0,7.0,3199.0,165.0,9.0,10.7,0.65,3.7,5.7,238.0,1.22,26.4,41.6,2864.0
8.4,1.0,7.0,2771.0,142.0,9.0,10.8,675.0,9999.0,6.1,236.0,976.0,29.1,40.3,3.68
8.4,1.0,7.0,1781.0,110.0,9.0,11.4,629.0,9999.0,5.9,221.0,1.35,14.5,37.4,3.11
8.4,2.0,8.0,2926.0,135.0,9.0,11.7,0.651,9999.0,9999.0,225.0,1.8,24.6,55.8,2136.0
8.4,2.0,8.0,3901.0,180.0,9.0,10.9,685.0,9999.0,9999.0,242.0,1.6,23.4,60.1,2.94
8.4,1.0,7.0,2946.0,140.0,9.0,11.1,639.0,9999.0,9999.0,233.0,1133.0,33.7,37.4,3.64
8.4,1.0,7.0,1855.0,147.0,9.0,8.8,9999.0,9999.0,9999.0,225.0,0.923,29.0,44.3,2611.0
8.4,1.0,7.0,1969.0,114.0,9.0,12.0,9999.0,9999.0,9999.0,210.0,981.0,35.7,33.4,3.4
8.4,1.0,7.0,2492.0,140.0,9.0,10.6,9999.0,9999.0,9999.0,225.0,1.5,42.7,35.5,3.257
8.4,1.0,7.0,1969.0,114.0,9.0,11.2,9999.0,9999.0,9999.0,216.0,983.0,36.7,34.3,3.172
8.4,2.0,7.0,2295.0,142.0,9.0,10.1,0.68,4.1,5.7,230.0,1.35,21.7,41.9,2.768
8.4,2.0,7.0,2295.0,142.0,9.0,10.2,0.68,3.9,6.0,227.0,1.1,22.6,42.8,2714.0
8.4,3.0,7.0,2671.0,169.0,9.0,10.2,679.0,9999.0,5.7,240.0,0.87,17.7,51.3,2294.0
8.4,1.0,7.0,2771.0,142.0,9.0,10.7,679.0,9999.0,6.1,234.0,0.984,28.6,39.6,2.919
8.4,2.0,7.0,2793.0,142.0,9.0,10.5,659.0,9999.0,6.0,232.0,1.19,27.0,38.0,3.42
8.4,1.0,7.0,2946.0,140.0,9.0,10.1,0.683,9999.0,9999.0,227.0,1.87,32.7,38.0,3.17
8.4,1.0,7.0,1855.0,147.0,9.0,9.0,9999.0,9999.0,9999.0,225.0,0.923,29.0,44.3,2611.0
8.4,3.0,7.0,1994.0,125.0,10.0,11.7,0.901,9999.0,9999.0,198.0,0.957,24.7,36.9,3286.0
8.5,2.0,7.0,1998.0,120.0,9.0,10.9,611.0,3.9,6.1,220.0,1.44,21.0,39.8,2.882
8.5,3.0,7.0,2771.0,142.0,9.0,11.4,675.0,9999.0,5.9,235.0,1.27,27.5,38.1,3.244
8.5,2.0,7.0,2494.0,125.0,9.0,11.8,629.0,9999.0,9999.0,228.0,1.75,31.9,38.6,3.1
8.5,1.0,7.0,2498.0,125.0,9.0,10.8,557.0,9999.0,9999.0,230.0,1.62,27.0,37.3,3.1
8.5,1.0,7.0,2498.0,125.0,9.0,11.1,557.0,9999.0,9999.0,230.0,1.62,27.0,37.3,3.1
8.5,1.0,7.0,1985.0,136.0,9.0,9.7,9999.0,9999.0,9999.0,230.0,1.15,21.5,39.4,2.9
8.5,1.0,7.0,1985.0,136.0,9.0,9.7,9999.0,9999.0,9999.0,230.0,992.0,17.3,42.2,2673.0
8.5,1.0,7.0,1985.0,136.0,9.0,9.7,9999.0,9999.0,9999.0,230.0,1.15,21.5,39.4,2.9
8.5,1.0,8.0,2172.0,85.0,9.0,16.1,9999.0,9999.0,9999.0,200.0,1.4,15.7,44.7,2521.0
8.5,1.0,7.0,1948.0,118.0,9.0,11.0,9999.0,9999.0,9999.0,215.0,1.83,16.0,38.9,2.8
8.5,1.0,7.0,2435.0,142.0,9.0,11.2,738.0,9999.0,9999.0,220.0,1.44,17.0,41.3,2.8
8.5,1.0,7.0,2959.0,166.0,9.0,9.3,9999.0,9999.0,9999.0,237.0,1138.0,50.4,33.6,3446.0
8.5,1.0,7.0,2492.0,140.0,9.0,9.6,639.0,9999.0,9999.0,227.0,956.0,51.3,37.7,3.42
8.5,2.0,7.0,2967.0,175.0,9.0,9.3,726.0,9999.0,9999.0,226.0,0.69,50.0,48.1,2483.0
8.5,2.0,7.0,3253.0,174.0,9.0,9.8,9999.0,9999.0,9999.0,225.0,0.75,43.9,47.3,2616.0
8.5,2.0,7.0,3253.0,174.0,9.0,10.3,9999.0,9999.0,9999.0,225.0,0.75,43.9,47.3,2616.0
8.5,1.0,7.0,2997.0,147.0,9.0,9.9,9999.0,9999.0,9999.0,225.0,1.11,52.2,40.5,2.9
8.5,2.0,7.0,2799.0,145.0,9.0,9.7,0.68,3.9,5.7,230.0,1.3,24.6,39.5,2.936
8.5,1.0,7.0,2671.0,169.0,9.0,9.7,635.0,9999.0,6.1,242.0,0.766,18.8,54.5,2.159
8.5,1.0,7.0,2495.0,125.0,9.0,11.1,0.697,9999.0,9999.0,215.0,0.9,36.5,38.2,2.9
8.5,1.0,7.0,2946.0,140.0,9.0,10.8,735.0,9999.0,9999.0,227.0,1.91,32.7,37.8,3.28
8.5,3.0,7.0,2435.0,142.0,9.0,11.6,9999.0,9999.0,9999.0,220.0,1.19,14.5,38.9,2975.0
8.5,1.0,7.0,2492.0,140.0,9.0,10.0,639.0,9999.0,9999.0,227.0,938.0,52.3,38.4,3.42
8.5,3.0,7.0,2979.0,170.0,10.0,11.7,9999.0,9999.0,9999.0,202.0,9999.0,9999.0,9999.0,4.1
8.6,3.0,7.0,3697.0,191.0,9.0,9.0,675.0,9999.0,6.2,250.0,773.0,34.9,53.9,2294.0
8.6,3.0,7.0,1781.0,110.0,9.0,12.5,0.65,9999.0,5.8,219.0,1.78,13.8,35.6,3259.0
8.6,1.0,7.0,2393.0,121.0,9.0,11.2,0.65,9999.0,6.1,222.0,978.0,27.3,37.8,3.68
8.6,2.0,7.0,2793.0,142.0,9.0,12.0,0.663,9999.0,9999.0,228.0,1.67,32.3,38.9,3.2
8.6,1.0,7.0,1998.0,108.0,9.0,10.1,608.0,9999.0,9999.0,215.0,1.87,36.2,33.0,3339.0
8.6,1.0,7.0,2435.0,125.0,9.0,11.4,624.0,9999.0,9999.0,215.0,853.0,41.0,41.3,2.8
8.6,1.0,7.0,1969.0,114.0,9.0,11.0,639.0,9999.0,9999.0,216.0,983.0,29.1,34.3,3.371
8.6,1.0,7.0,1969.0,114.0,9.0,11.1,639.0,9999.0,9999.0,216.0,993.0,31.8,34.0,3.371
8.6,1.0,7.0,1998.0,113.0,9.0,11.1,9999.0,9999.0,9999.0,210.0,1.17,30.9,31.8,3431.0
8.6,1.0,7.0,1747.0,96.0,9.0,10.8,9999.0,9999.0,9999.0,205.0,1.36,30.1,31.4,3372.0
8.6,1.0,7.0,2497.0,123.0,9.0,11.5,0.61,9999.0,9999.0,220.0,993.0,38.8,36.9,3.26
8.6,1.0,7.0,1781.0,110.0,9.0,11.8,653.0,9999.0,6.0,217.0,1.17,14.5,37.4,3.11
8.6,1.0,7.0,2393.0,121.0,9.0,11.2,632.0,9999.0,6.1,222.0,978.0,27.3,37.8,3.68
8.6,1.0,7.0,1998.0,113.0,9.0,11.6,9999.0,9999.0,9999.0,210.0,1.17,30.9,31.8,3431.0
8.7,1.0,7.0,1587.0,87.0,9.0,10.4,604.0,9999.0,9999.0,205.0,1.14,39.6,30.6,3.349
8.7,1.0,7.0,1998.0,120.0,9.0,9.9,617.0,9999.0,9999.0,220.0,1.24,46.3,33.1,3295.0
8.7,1.0,7.0,1998.0,108.0,9.0,11.0,563.0,9999.0,9999.0,215.0,1.85,36.3,33.0,3333.0
8.7,1.0,7.0,1998.0,108.0,9.0,11.0,563.0,9999.0,9999.0,215.0,1.85,36.3,33.0,3333.0
8.7,1.0,7.0,2290.0,125.0,9.0,12.2,9999.0,9999.0,9999.0,225.0,924.0,15.6,44.3,2673.0
8.7,1.0,7.0,2446.0,129.0,9.0,11.0,9999.0,9999.0,9999.0,218.0,1.7,32.0,35.5,3.3
8.7,2.0,7.0,2799.0,145.0,9.0,9.9,0.68,3.9,5.9,226.0,855.0,28.9,45.6,2548.0
8.7,2.0,7.0,3199.0,165.0,9.0,10.0,745.0,3.9,5.9,230.0,0.89,29.2,46.2,2548.0
8.7,1.0,7.0,2290.0,125.0,9.0,12.1,9999.0,9999.0,9999.0,225.0,924.0,15.6,44.3,2673.0
8.7,3.0,7.0,2435.0,142.0,9.0,11.5,687.0,9999.0,9999.0,215.0,1.84,14.5,38.9,2975.0
8.8,1.0,7.0,1898.0,92.0,9.0,11.7,736.0,4.2,5.8,198.0,1.1,36.2,35.6,3.88
8.8,1.0,7.0,1898.0,92.0,9.0,11.7,736.0,4.2,5.8,198.0,1.1,36.2,35.6,3.88
8.8,2.0,7.0,2295.0,142.0,9.0,10.9,0.64,4.1,5.9,230.0,1.38,21.7,41.8,2.768
8.8,2.0,8.0,3226.0,145.0,9.0,12.6,621.0,4.0,6.1,230.0,0.974,23.4,56.2,2.2
8.8,1.0,8.0,2496.0,132.0,9.0,11.9,698.0,9999.0,9999.0,221.0,1.57,15.9,52.3,2214.0
8.8,3.0,8.0,2496.0,132.0,9.0,12.5,698.0,9999.0,9999.0,223.0,1.51,11.9,53.0,2182.0
8.8,1.0,8.0,2496.0,132.0,9.0,12.3,675.0,9999.0,9999.0,227.0,1.33,12.8,54.9,2.3
8.8,2.0,7.0,2793.0,142.0,9.0,10.8,0.651,9999.0,9999.0,235.0,815.0,37.0,52.4,2272.0
8.8,1.0,7.0,1998.0,120.0,9.0,10.1,684.0,9999.0,9999.0,218.0,992.0,50.6,33.8,3.223
8.8,1.0,7.0,1985.0,113.0,9.0,11.6,9999.0,9999.0,9999.0,210.0,0.95,29.6,42.2,2673.0
8.8,1.0,7.0,1985.0,113.0,9.0,11.6,9999.0,9999.0,9999.0,210.0,0.95,29.6,42.2,2673.0
8.8,1.0,7.0,2497.0,129.0,9.0,11.2,609.0,9999.0,9999.0,220.0,9999.0,9999.0,9999.0,3.191
8.8,1.0,7.0,1969.0,114.0,9.0,11.4,639.0,9999.0,9999.0,216.0,973.0,32.4,34.7,3.371
8.8,1.0,7.0,1969.0,114.0,9.0,11.4,639.0,9999.0,9999.0,216.0,983.0,29.1,34.3,3.371
8.8,1.0,7.0,1797.0,124.0,9.0,10.0,9999.0,9999.0,9999.0,215.0,0.939,49.8,30.1,3.618
8.8,3.0,7.0,2979.0,170.0,10.0,11.9,9999.0,9999.0,9999.0,202.0,9999.0,9999.0,9999.0,3.75
8.9,2.0,7.0,2799.0,150.0,9.0,10.3,0.651,4.0,5.8,230.0,883.0,25.8,45.7,2573.0
8.9,2.0,8.0,2685.0,125.0,9.0,12.2,9999.0,9999.0,9999.0,230.0,0.97,15.0,56.4,2.1
8.9,2.0,8.0,2497.0,120.0,9.0,13.1,0.651,9999.0,9999.0,219.0,1.221,17.1,44.8,2.6
8.9,2.0,7.0,1991.0,110.0,9.0,11.5,769.0,9999.0,9999.0,210.0,1.61,27.8,33.5,3.5
8.9,1.0,7.0,1781.0,110.0,9.0,11.7,0.656,9999.0,9999.0,217.0,1.28,16.5,37.0,3.95
8.9,1.0,7.0,1781.0,110.0,9.0,11.9,581.0,9999.0,6.1,223.0,1.45,15.7,37.4,3.11
8.9,1.0,7.0,2324.0,110.0,9.0,12.1,581.0,9999.0,6.4,223.0,1.46,27.3,35.5,3267.0
8.9,1.0,7.0,1997.0,99.0,9.0,10.6,653.0,9999.0,9999.0,210.0,765.0,33.5,45.8,2339.0
8.9,1.0,7.0,2922.0,147.0,9.0,10.8,9999.0,9999.0,9999.0,225.0,929.0,40.8,40.3,2915.0
8.9,1.0,7.0,1747.0,96.0,9.0,11.0,9999.0,9999.0,9999.0,200.0,982.0,33.6,32.3,3.4
8.9,1.0,7.0,1998.0,113.0,9.0,11.2,9999.0,9999.0,9999.0,212.0,0.964,34.0,32.8,3.274
8.9,1.0,7.0,2446.0,129.0,9.0,11.2,9999.0,9999.0,9999.0,212.0,0.989,31.7,35.1,3.3
8.9,1.0,7.0,2972.0,138.0,9.0,12.2,9999.0,9999.0,9999.0,225.0,772.0,37.5,48.6,2436.0
8.9,2.0,7.0,2494.0,125.0,9.0,12.6,0.673,9999.0,9999.0,224.0,1.14,30.7,36.9,3.2
8.9,2.0,8.0,2926.0,135.0,9.0,12.6,0.694,9999.0,9999.0,222.0,995.0,24.6,55.8,2136.0
8.9,1.0,7.0,2946.0,140.0,9.0,11.5,741.0,9999.0,9999.0,228.0,1.18,33.7,37.4,3.64
8.9,3.0,7.0,2435.0,142.0,9.0,11.4,9999.0,9999.0,9999.0,210.0,894.0,22.6,46.0,2.514
8.9,1.0,7.0,2446.0,129.0,9.0,11.8,9999.0,9999.0,9999.0,212.0,0.989,31.7,35.1,3.3
8.9,3.0,7.0,4266.0,200.0,10.0,10.5,1061.0,4.2,6.3,210.0,0.776,32.7,47.1,2875.0
9.0,2.0,8.0,2688.0,125.0,9.0,12.6,629.0,3.9,6.6,225.0,0.99,14.2,54.1,2173.0
9.0,1.0,8.0,2496.0,110.0,9.0,12.6,629.0,9999.0,6.4,220.0,1.3,12.8,53.4,2174.0
9.0,2.0,7.0,2494.0,125.0,9.0,11.3,594.0,9999.0,9999.0,230.0,823.0,36.0,50.8,2278.0
9.0,2.0,7.0,2494.0,125.0,9.0,11.3,597.0,9999.0,6.5,228.0,813.0,36.1,51.0,2278.0
9.0,1.0,7.0,1998.0,100.0,9.0,12.0,629.0,9999.0,9999.0,208.0,1.14,28.4,33.6,3.329
9.0,1.0,7.0,1998.0,100.0,9.0,11.8,609.0,9999.0,9999.0,208.0,1.14,28.4,33.6,3.329
9.0,1.0,7.0,1948.0,118.0,9.0,11.0,9999.0,9999.0,9999.0,210.0,1.64,19.0,38.7,2815.0
9.0,1.0,7.0,2435.0,142.0,9.0,11.3,738.0,9999.0,9999.0,210.0,1.398,14.4,29.5,3928.0
9.0,1.0,7.0,2157.0,136.0,9.0,9.6,9999.0,9999.0,9999.0,223.0,927.0,47.1,34.4,3125.0
9.0,3.0,7.0,2457.0,115.0,9.0,12.1,9999.0,9999.0,9999.0,208.0,1.19,30.7,36.5,3.71
9.0,1.0,7.0,1998.0,98.0,9.0,12.1,9999.0,9999.0,9999.0,195.0,0.834,20.8,43.3,2517.0
9.0,1.0,7.0,1975.0,102.0,9.0,11.5,693.0,9999.0,9999.0,202.0,946.0,41.8,35.6,3.0
9.0,1.0,7.0,1834.0,99.0,9.0,10.9,9999.0,9999.0,9999.0,203.0,825.0,48.1,37.9,2.797
9.0,1.0,8.0,2496.0,132.0,9.0,12.3,723.0,9999.0,9999.0,219.0,1.47,15.9,52.3,2214.0
9.0,3.0,8.0,2496.0,132.0,9.0,12.9,723.0,9999.0,9999.0,221.0,1.42,11.9,53.0,2182.0
9.0,1.0,7.0,1948.0,118.0,9.0,11.2,9999.0,9999.0,9999.0,210.0,1.64,19.0,38.7,2815.0
9.0,1.0,7.0,1975.0,102.0,9.0,11.9,0.744,9999.0,9999.0,201.0,941.0,41.8,35.6,3.0
9.1,2.0,7.0,2799.0,150.0,9.0,10.4,0.651,4.0,6.2,230.0,982.0,26.0,41.1,2864.0
9.1,2.0,7.0,2295.0,142.0,9.0,11.1,0.64,4.2,6.5,227.0,1.4,22.5,42.6,2714.0
9.1,2.0,8.0,2685.0,125.0,9.0,12.4,9999.0,9999.0,9999.0,225.0,1.19,21.9,52.5,2.22
9.1,2.0,8.0,2497.0,120.0,9.0,13.2,0.651,9999.0,9999.0,219.0,1.93,22.0,50.1,2363.0
9.1,1.0,7.0,2435.0,121.0,9.0,12.4,639.0,9999.0,9999.0,220.0,758.0,50.7,48.4,2.41
9.1,1.0,7.0,1747.0,106.0,9.0,11.4,9999.0,9999.0,9999.0,207.0,1.32,26.1,30.8,3531.0
9.1,1.0,7.0,1781.0,110.0,9.0,12.2,688.0,9999.0,6.3,217.0,1.17,15.7,37.4,3.11
9.1,1.0,7.0,2324.0,110.0,9.0,12.6,645.0,9999.0,6.6,217.0,0.798,27.3,45.3,2563.0
9.1,1.0,7.0,2946.0,140.0,9.0,10.5,693.0,9999.0,9999.0,220.0,1297.0,48.6,29.5,3886.0
9.1,3.0,7.0,2435.0,142.0,9.0,11.6,687.0,9999.0,9999.0,205.0,873.0,22.6,46.0,2.514
9.2,2.0,7.0,2597.0,125.0,9.0,11.7,9999.0,9999.0,9999.0,235.0,1.73,33.7,39.8,2.96
9.2,1.0,7.0,1781.0,110.0,9.0,10.9,639.0,9999.0,6.6,214.0,1.64,16.9,35.3,3.289
9.2,2.0,8.0,2926.0,135.0,9.0,13.6,0.663,9999.0,9999.0,220.0,1.8,22.8,50.9,2464.0
9.2,1.0,7.0,2324.0,110.0,9.0,11.8,654.0,9999.0,9999.0,216.0,1.27,28.5,35.1,3.31
9.2,1.0,7.0,1747.0,96.0,9.0,12.3,9999.0,9999.0,9999.0,205.0,986.0,34.3,33.0,3.4
9.2,1.0,7.0,1998.0,114.0,9.0,12.6,9999.0,9999.0,9999.0,212.0,1.11,31.0,32.3,3.598
9.2,2.0,7.0,1795.0,88.0,9.0,12.0,648.0,9999.0,9999.0,193.0,9999.0,34.9,9999.0,9999.0
9.2,2.0,7.0,1795.0,88.0,9.0,12.0,648.0,9999.0,9999.0,193.0,728.0,34.9,48.2,3.12
9.2,1.0,7.0,1997.0,98.0,9.0,12.4,9999.0,9999.0,9999.0,201.0,1.13,40.2,33.6,3.357
9.2,1.0,7.0,1975.0,102.0,9.0,11.5,677.0,9999.0,9999.0,200.0,998.0,41.4,33.4,3216.0
9.2,1.0,8.0,2496.0,110.0,9.0,13.0,653.0,9999.0,6.5,216.0,1.11,12.8,53.4,2174.0
9.2,5.0,7.0,3494.0,158.0,10.0,12.3,9999.0,9999.0,9999.0,180.0,0.717,35.1,46.5,2952.0
9.3,2.0,8.0,2688.0,125.0,9.0,12.8,629.0,3.7,6.2,220.0,1.44,20.9,50.2,2343.0
9.3,2.0,7.0,1998.0,120.0,9.0,11.8,9999.0,9999.0,9999.0,230.0,1.86,18.8,39.9,2.96
9.3,3.0,7.0,2771.0,142.0,9.0,10.5,0.65,9999.0,6.6,233.0,777.0,32.4,50.0,2294.0
9.3,3.0,7.0,2393.0,121.0,9.0,12.9,613.0,9999.0,6.4,220.0,1.28,25.7,35.7,3.244
9.3,1.0,8.0,2496.0,132.0,9.0,12.6,675.0,9999.0,9999.0,225.0,1.79,15.8,52.1,2372.0
9.3,1.0,7.0,1747.0,106.0,9.0,12.7,9999.0,9999.0,9999.0,205.0,987.0,27.1,31.9,3529.0
9.3,1.0,7.0,1747.0,106.0,9.0,11.6,9999.0,9999.0,9999.0,209.0,995.0,27.4,32.3,3.4
9.3,1.0,7.0,1747.0,106.0,9.0,11.8,639.0,9999.0,9999.0,210.0,977.0,27.2,33.1,3431.0
9.3,1.0,7.0,1795.0,86.0,9.0,13.4,9999.0,9999.0,9999.0,193.0,0.96,24.3,36.5,3.13
9.3,1.0,7.0,1795.0,86.0,9.0,13.4,9999.0,9999.0,9999.0,193.0,0.96,24.3,36.5,3.13
9.3,1.0,7.0,3474.0,153.0,9.0,11.3,9999.0,9999.0,9999.0,215.0,758.0,42.8,54.6,2156.0
9.3,1.0,7.0,1998.0,94.0,9.0,13.2,532.0,9999.0,9999.0,205.0,1.89,38.3,34.8,3234.0
9.3,1.0,7.0,1998.0,94.0,9.0,13.5,532.0,9999.0,9999.0,205.0,1.89,38.3,34.8,3234.0
9.3,1.0,7.0,2494.0,118.0,9.0,11.3,9999.0,9999.0,9999.0,205.0,0.8,40.1,42.7,2.684
9.3,2.0,7.0,2793.0,142.0,9.0,11.6,0.673,9999.0,9999.0,229.0,794.0,37.0,52.4,2272.0
9.3,3.0,7.0,2457.0,115.0,9.0,12.8,9999.0,9999.0,9999.0,203.0,0.994,30.7,36.5,3.71
9.3,3.0,7.0,1994.0,125.0,10.0,11.9,0.901,9999.0,9999.0,189.0,0.793,33.9,42.6,2852.0
9.4,3.0,7.0,2799.0,150.0,9.0,11.0,632.0,4.2,6.5,223.0,0.952,26.0,41.1,2864.0
9.4,3.0,8.0,2496.0,110.0,9.0,13.6,0.65,9999.0,6.3,216.0,1.15,12.8,53.2,2182.0
9.4,1.0,7.0,1998.0,114.0,9.0,12.6,9999.0,9999.0,9999.0,212.0,812.0,34.3,40.2,2.9
9.4,3.0,7.0,1994.0,92.0,9.0,12.8,0.663,9999.0,9999.0,191.0,0.974,29.4,35.0,3218.0
9.4,1.0,7.0,2393.0,121.0,9.0,12.4,657.0,9999.0,6.7,220.0,1.2,27.3,36.6,3162.0
9.4,2.0,8.0,2497.0,120.0,9.0,14.0,0.694,9999.0,9999.0,215.0,1.191,17.2,45.1,2.6
9.4,1.0,7.0,2324.0,110.0,9.0,12.4,0.678,9999.0,6.6,216.0,1.3,28.5,35.0,3.3
9.4,5.0,7.0,3954.0,130.0,10.0,11.5,9999.0,9999.0,9999.0,174.0,0.714,38.3,53.0,2425.0
9.5,2.0,7.0,2799.0,150.0,9.0,11.6,0.65,4.2,6.3,232.0,1.63,23.8,38.3,3112.0
9.5,2.0,7.0,2799.0,150.0,9.0,11.7,0.65,4.2,6.5,228.0,1.23,24.8,39.1,3.46
9.5,2.0,7.0,2597.0,125.0,9.0,11.9,9999.0,9999.0,9999.0,232.0,1.47,38.3,40.3,2872.0
9.5,1.0,7.0,1781.0,110.0,9.0,12.8,613.0,9999.0,6.6,217.0,1.2,14.5,37.3,3.11
9.5,2.0,7.0,2498.0,125.0,9.0,13.4,685.0,9999.0,9999.0,228.0,1.64,24.6,35.7,3315.0
9.5,1.0,7.0,2498.0,125.0,9.0,11.1,557.0,9999.0,9999.0,227.0,0.947,36.0,41.3,2.8
9.5,1.0,7.0,2498.0,125.0,9.0,11.2,557.0,9999.0,9999.0,227.0,0.947,36.0,41.3,2.8
9.5,1.0,7.0,1998.0,84.0,9.0,12.4,627.0,9999.0,9999.0,200.0,1.49,35.8,35.3,3.1
9.5,1.0,8.0,2387.0,100.0,9.0,13.5,639.0,9999.0,9999.0,203.0,1.84,18.8,46.8,2423.0
9.5,1.0,7.0,2497.0,129.0,9.0,11.3,609.0,9999.0,9999.0,215.0,9999.0,9999.0,9999.0,9999.0
9.5,1.0,7.0,1588.0,80.0,9.0,12.9,9999.0,9999.0,9999.0,188.0,0.944,37.3,33.2,3215.0
9.5,1.0,7.0,1795.0,86.0,9.0,12.3,9999.0,9999.0,9999.0,185.0,0.979,22.8,34.4,3.15
9.5,1.0,7.0,1997.0,110.0,9.0,11.5,9999.0,9999.0,9999.0,203.0,772.0,31.9,40.5,2665.0
9.5,1.0,7.0,1997.0,110.0,9.0,11.5,9999.0,9999.0,9999.0,203.0,772.0,31.9,40.5,2665.0
9.5,1.0,7.0,1997.0,104.0,9.0,12.7,9999.0,9999.0,9999.0,217.0,1.69,24.6,33.8,3388.0
9.5,2.0,7.0,1988.0,114.0,9.0,11.9,9999.0,9999.0,9999.0,215.0,1.18,35.2,34.1,3397.0
9.5,2.0,7.0,1988.0,114.0,9.0,11.9,9999.0,9999.0,9999.0,215.0,1.28,34.8,33.7,3397.0
9.5,2.0,7.0,2398.0,125.0,9.0,11.2,0.68,4.4,6.5,216.0,0.926,24.6,39.5,2.936
9.5,2.0,8.0,2688.0,125.0,9.0,13.4,723.0,4.2,7.0,215.0,946.0,14.2,54.1,2173.0
9.5,2.0,7.0,2799.0,150.0,9.0,10.9,726.0,4.3,6.5,225.0,863.0,25.8,45.7,2573.0
9.5,2.0,7.0,2799.0,150.0,9.0,11.0,726.0,4.3,6.6,223.0,0.952,26.0,41.1,2864.0
9.5,3.0,7.0,2771.0,142.0,9.0,10.7,653.0,9999.0,6.7,229.0,764.0,32.4,50.0,2294.0
9.5,3.0,7.0,2393.0,121.0,9.0,13.3,657.0,9999.0,6.6,218.0,1.18,25.7,35.7,3.244
9.5,3.0,8.0,2496.0,132.0,9.0,13.6,9999.0,9999.0,9999.0,207.0,9999.0,9999.0,9999.0,2625.0
9.5,1.0,7.0,1998.0,100.0,9.0,12.2,645.0,9999.0,9999.0,203.0,1.78,28.4,33.6,3.329
9.5,1.0,7.0,2351.0,110.0,9.0,12.5,9999.0,9999.0,9999.0,205.0,1.9,29.6,36.9,3.52
9.5,3.0,7.0,2457.0,115.0,9.0,13.1,9999.0,9999.0,9999.0,197.0,938.0,31.6,37.5,3237.0
9.5,1.0,7.0,1998.0,94.0,9.0,13.6,589.0,9999.0,9999.0,200.0,1.63,38.3,34.8,3234.0
9.6,1.0,7.0,1781.0,110.0,9.0,11.8,0.65,9999.0,6.8,214.0,0.79,16.8,47.5,2443.0
9.6,3.0,7.0,1781.0,110.0,9.0,13.7,613.0,9999.0,6.5,216.0,1.67,13.8,35.5,3259.0
9.6,2.0,7.0,2793.0,142.0,9.0,12.2,0.663,9999.0,9999.0,226.0,782.0,37.1,52.5,2.4
9.6,2.0,7.0,2793.0,142.0,9.0,12.4,0.663,9999.0,9999.0,226.0,782.0,37.1,52.5,2.4
9.6,1.0,7.0,2946.0,140.0,9.0,10.7,0.707,9999.0,9999.0,225.0,961.0,45.2,42.6,2.691
9.6,1.0,7.0,2435.0,125.0,9.0,11.5,624.0,9999.0,9999.0,210.0,0.739,47.7,46.6,2484.0
9.6,1.0,7.0,1969.0,114.0,9.0,12.5,9999.0,9999.0,9999.0,213.0,1.35,27.1,32.1,3.599
9.6,1.0,7.0,1998.0,113.0,9.0,11.9,9999.0,9999.0,9999.0,210.0,983.0,30.7,32.9,3531.0
9.6,1.0,7.0,2498.0,120.0,9.0,10.9,9999.0,9999.0,9999.0,215.0,0.876,48.1,42.7,2.684
9.6,1.0,7.0,1991.0,100.0,9.0,12.0,0.658,9999.0,9999.0,208.0,986.0,37.4,36.4,3.99
9.6,1.0,7.0,1991.0,100.0,9.0,12.2,0.658,9999.0,9999.0,208.0,986.0,37.4,36.4,3.99
