0,1,2,3,4,5,6,7,8,9,10,11
7.31,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,1.0,2000.0
8.2,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,1.5,2000.0
9.18,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,2.0,2000.0
10.25,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,2.5,2000.0
11.41,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,3.0,2000.0
12.67,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,3.5,2000.0
14.02,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,4.0,2000.0
15.47,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,4.5,2000.0
17.0,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,5.0,2000.0
18.63,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,5.5,2000.0
20.36,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,6.0,2000.0
22.17,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,6.5,2000.0
24.08,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,7.0,2000.0
26.08,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,7.5,2000.0
28.17,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,8.0,2000.0
32.64,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,9.0,2000.0
37.48,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,10.0,2000.0
40.03,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,10.5,2000.0
42.68,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,11.0,2000.0
45.42,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,11.5,2000.0
48.26,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,12.0,2000.0
8.47,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,0.0,2500.0
9.3,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,0.5,2500.0
10.24,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,1.0,2500.0
11.27,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,1.5,2500.0
12.4,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,2.0,2500.0
13.64,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,2.5,2500.0
14.97,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,3.0,2500.0
16.41,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,3.5,2500.0
17.94,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,4.0,2500.0
19.58,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,4.5,2500.0
21.31,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,5.0,2500.0
23.14,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,5.5,2500.0
27.11,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,6.5,2500.0
31.47,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,7.5,2500.0
33.81,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,8.0,2500.0
36.24,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,8.5,2500.0
38.78,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,9.0,2500.0
41.41,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,9.5,2500.0
44.14,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,10.0,2500.0
46.97,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,10.5,2500.0
49.91,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,11.0,2500.0
52.95,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,11.5,2500.0
56.08,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,12.0,2500.0
11.62,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,0.0,3000.0
12.63,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,0.5,3000.0
13.74,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,1.0,3000.0
14.97,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,1.5,3000.0
16.29,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,2.0,3000.0
17.72,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,2.5,3000.0
19.26,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,3.0,3000.0
20.9,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,3.5,3000.0
26.45,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,5.0,3000.0
28.51,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,5.5,3000.0
30.68,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,6.0,3000.0
35.33,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,7.0,3000.0
37.81,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,7.5,3000.0
40.4,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,8.0,3000.0
43.09,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,8.5,3000.0
45.89,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,9.0,3000.0
48.79,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,9.5,3000.0
51.8,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,10.0,3000.0
54.92,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,10.5,3000.0
58.14,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,11.0,3000.0
64.89,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,12.0,3000.0
15.26,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,0.0,3500.0
16.49,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,0.5,3500.0
17.83,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,1.0,3500.0
19.28,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,1.5,3500.0
20.82,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,2.0,3500.0
22.49,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,2.5,3500.0
24.27,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,3.0,3500.0
26.14,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,3.5,3500.0
28.13,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,4.0,3500.0
30.23,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,4.5,3500.0
32.43,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,5.0,3500.0
34.74,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,5.5,3500.0
37.17,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,6.0,3500.0
39.7,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,6.5,3500.0
42.34,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,7.0,3500.0
45.09,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,7.5,3500.0
50.9,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,8.5,3500.0
53.98,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,9.0,3500.0
57.16,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,9.5,3500.0
60.45,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,10.0,3500.0
63.86,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,10.5,3500.0
67.36,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,11.0,3500.0
70.98,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,11.5,3500.0
74.7,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,12.0,3500.0
19.4,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,0.0,4000.0
20.89,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,0.5,4000.0
22.49,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,1.0,4000.0
24.2,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,1.5,4000.0
26.02,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,2.0,4000.0
27.96,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,2.5,4000.0
30.0,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,3.0,4000.0
32.15,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,3.5,4000.0
34.4,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,4.0,4000.0
36.78,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,4.5,4000.0
39.25,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,5.0,4000.0
41.84,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,5.5,4000.0
44.54,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,6.0,4000.0
47.36,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,6.5,4000.0
50.27,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,7.0,4000.0
53.3,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,7.5,4000.0
56.44,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,8.0,4000.0
59.69,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,8.5,4000.0
63.05,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,9.0,4000.0
66.52,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,9.5,4000.0
70.1,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,10.0,4000.0
73.79,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,10.5,4000.0
77.59,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,11.0,4000.0
81.5,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,11.5,4000.0
85.52,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,12.0,4000.0
24.02,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,0.0,4500.0
25.82,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,0.5,4500.0
29.75,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,1.5,4500.0
31.87,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,2.0,4500.0
34.1,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,2.5,4500.0
36.44,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,3.0,4500.0
38.9,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,3.5,4500.0
41.46,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,4.0,4500.0
44.13,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,4.5,4500.0
46.91,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,5.0,4500.0
49.81,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,5.5,4500.0
52.8,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,6.0,4500.0
55.92,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,6.5,4500.0
59.13,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,7.0,4500.0
62.46,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,7.5,4500.0
65.9,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,8.0,4500.0
69.45,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,8.5,4500.0
73.1,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,9.0,4500.0
76.87,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,9.5,4500.0
80.74,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,10.0,4500.0
84.72,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,10.5,4500.0
88.81,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,11.0,4500.0
93.02,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,11.5,4500.0
97.33,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,12.0,4500.0
29.14,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,0.0,5000.0
31.29,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,0.5,5000.0
33.54,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,1.0,5000.0
35.9,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,1.5,5000.0
38.37,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,2.0,5000.0
40.94,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,2.5,5000.0
43.62,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,3.0,5000.0
46.41,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,3.5,5000.0
49.31,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,4.0,5000.0
55.42,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,5.0,5000.0
58.63,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,5.5,5000.0
61.95,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,6.0,5000.0
65.38,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,6.5,5000.0
68.91,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,7.0,5000.0
76.31,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,8.0,5000.0
80.17,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,8.5,5000.0
84.12,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,9.0,5000.0
88.2,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,9.5,5000.0
96.65,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,10.5,5000.0
101.04,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,11.0,5000.0
105.54,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,11.5,5000.0
110.15,3.0,9.0,21.0,2497.0,84.0,87.0,5.0,105.0,130.0,12.0,5000.0
0.96,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,0.5,100.0
1.73,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,1.0,100.0
2.56,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,1.5,100.0
3.45,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,2.0,100.0
4.39,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,2.5,100.0
5.39,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,3.0,100.0
6.45,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,3.5,100.0
7.57,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,4.0,100.0
8.75,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,4.5,100.0
9.98,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,5.0,100.0
11.27,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,5.5,100.0
12.61,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,6.0,100.0
14.02,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,6.5,100.0
17.0,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,7.5,100.0
18.57,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,8.0,100.0
20.21,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,8.5,100.0
21.9,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,9.0,100.0
23.64,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,9.5,100.0
25.45,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,10.0,100.0
27.31,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,10.5,100.0
31.21,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,11.5,100.0
33.25,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,12.0,100.0
3.05,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,0.5,1000.0
3.82,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,1.0,1000.0
6.65,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,2.5,1000.0
7.77,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,3.0,1000.0
8.97,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,3.5,1000.0
10.26,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,4.0,1000.0
11.64,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,4.5,1000.0
13.11,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,5.0,1000.0
14.66,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,5.5,1000.0
16.3,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,6.0,1000.0
18.03,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,6.5,1000.0
19.84,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,7.0,1000.0
21.74,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,7.5,1000.0
23.73,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,8.0,1000.0
25.81,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,8.5,1000.0
27.97,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,9.0,1000.0
30.22,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,9.5,1000.0
37.5,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,11.0,1000.0
40.1,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,11.5,1000.0
42.78,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,12.0,1000.0
4.38,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,0.0,1500.0
5.12,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,0.5,1500.0
5.95,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,1.0,1500.0
6.89,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,1.5,1500.0
7.92,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,2.0,1500.0
9.06,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,2.5,1500.0
10.3,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,3.0,1500.0
11.64,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,3.5,1500.0
13.08,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,4.0,1500.0
14.62,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,4.5,1500.0
16.26,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,5.0,1500.0
19.84,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,6.0,1500.0
23.82,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,7.0,1500.0
25.96,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,7.5,1500.0
28.2,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,8.0,1500.0
30.55,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,8.5,1500.0
35.53,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,9.5,1500.0
38.18,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,10.0,1500.0
43.77,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,11.0,1500.0
46.71,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,11.5,1500.0
49.76,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,12.0,1500.0
6.98,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,0.0,2000.0
7.82,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,0.5,2000.0
8.78,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,1.0,2000.0
9.84,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,1.5,2000.0
11.02,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,2.0,2000.0
12.3,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,2.5,2000.0
15.21,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,3.5,2000.0
16.83,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,4.0,2000.0
18.57,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,4.5,2000.0
20.41,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,5.0,2000.0
24.44,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,6.0,2000.0
26.62,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,6.5,2000.0
28.91,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,7.0,2000.0
31.31,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,7.5,2000.0
33.82,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,8.0,2000.0
39.18,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,9.0,2000.0
42.03,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,9.5,2000.0
44.99,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,10.0,2000.0
48.06,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,10.5,2000.0
51.24,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,11.0,2000.0
54.53,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,11.5,2000.0
57.94,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,12.0,2000.0
10.17,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,0.0,2500.0
11.17,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,0.5,2500.0
12.29,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,1.0,2500.0
14.89,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,2.0,2500.0
16.37,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,2.5,2500.0
17.97,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,3.0,2500.0
19.7,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,3.5,2500.0
21.54,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,4.0,2500.0
23.5,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,4.5,2500.0
25.58,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,5.0,2500.0
27.78,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,5.5,2500.0
30.1,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,6.0,2500.0
32.54,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,6.5,2500.0
35.1,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,7.0,2500.0
37.78,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,7.5,2500.0
40.59,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,8.0,2500.0
43.51,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,8.5,2500.0
46.55,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,9.0,2500.0
52.99,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,10.0,2500.0
56.39,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,10.5,2500.0
63.56,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,11.5,2500.0
67.32,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,12.0,2500.0
13.95,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,0.0,3000.0
15.16,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,0.5,3000.0
16.5,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,1.0,3000.0
17.97,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,1.5,3000.0
19.56,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,2.0,3000.0
21.27,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,2.5,3000.0
25.09,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,3.5,3000.0
27.18,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,4.0,3000.0
29.4,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,4.5,3000.0
31.75,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,5.0,3000.0
34.23,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,5.5,3000.0
36.83,3.0,10.0,21.0,2996.0,84.0,87.0,6.0,105.0,130.0,6.0,3000.0
