0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
5.7,1.0,7.0,9.0,4.0,12.0,1598.0,75.0,11.0,5250.0,750.0,5750.0,6000.0,11.8,5.0,7.4,10.8,1040.0,460.0,13.9,15.0,18.0,1.0,28.0,33.0,38.0,42.0,3575.0,1719.0,1575.0,2423.0,173.0,150.0,713.0,37.3,2826.0,50.0,54.0
5.7,1.0,7.0,9.0,4.0,12.0,1397.0,60.0,11.0,5000.0,750.0,5750.0,6000.0,11.69,5.2,8.1,12.8,1020.0,460.0,17.0,15.0,18.0,1.0,28.0,33.0,38.0,42.0,3575.0,1719.0,1575.0,2423.0,170.0,130.0,713.0,34.2,3.88,50.0,54.0
5.7,1.0,7.0,9.0,4.0,12.0,1598.0,75.0,11.0,5250.0,750.0,5750.0,6000.0,11.8,5.0,7.4,10.7,1040.0,460.0,13.9,15.0,18.0,1.0,28.0,33.0,38.0,42.0,3575.0,1719.0,1575.0,2423.0,180.0,150.0,713.0,34.2,3.88,50.0,54.0
5.7,2.0,8.0,9.0,5.0,12.0,2688.0,125.0,18.0,4200.0,680.0,4750.0,4600.0,18.7,3.7,6.2,9.3,1600.0,550.0,12.8,15.0,19.0,2.0,29.0,34.0,38.0,43.0,4818.0,1799.0,1440.0,2833.0,220.0,400.0,629.0,50.2,2343.0,50.0,57.0
5.7,2.0,8.0,9.0,5.0,12.0,2685.0,125.0,18.0,4200.0,680.0,4750.0,4600.0,18.72,9999.0,9999.0,9.1,1555.0,525.0,12.4,15.0,19.0,2.0,29.0,34.0,38.0,43.0,4526.0,1728.0,1427.0,2715.0,225.0,400.0,9999.0,52.5,2.22,50.0,57.0
5.7,1.0,7.0,9.0,4.0,12.0,1595.0,74.0,10.0,5600.0,800.0,6500.0,9999.0,11.42,9999.0,7.3,11.0,1090.0,560.0,14.7,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4152.0,1735.0,1427.0,2513.0,188.0,145.0,639.0,32.1,3613.0,50.0,54.0
5.7,1.0,7.0,9.0,4.0,12.0,1595.0,74.0,10.0,5600.0,800.0,6500.0,9999.0,11.42,9999.0,7.3,11.0,1090.0,560.0,14.7,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4152.0,1735.0,1427.0,2513.0,188.0,145.0,639.0,32.1,3613.0,50.0,54.0
5.7,2.0,7.0,9.0,4.0,12.0,1895.0,77.0,10.0,5300.0,850.0,6000.0,6000.0,10.94,9999.0,9999.0,12.4,1285.0,500.0,16.7,15.0,24.0,1.0,28.0,33.0,38.0,42.0,4471.0,1739.0,1415.0,2725.0,200.0,165.0,597.0,35.9,3.2,50.0,54.0
5.7,2.0,8.0,9.0,6.0,12.0,2926.0,135.0,18.0,4000.0,9999.0,9999.0,9999.0,16.75,9999.0,9999.0,8.0,1575.0,540.0,11.7,15.0,18.0,2.0,29.0,34.0,38.0,43.0,4775.0,1799.0,1439.0,2830.0,225.0,390.0,0.6509999999999999,50.7,2.4,51.0,57.0
5.7,1.0,7.0,9.0,4.0,12.0,1389.0,66.0,11.0,6000.0,900.0,9999.0,9999.0,11.31,9999.0,9999.0,14.0,949.0,461.0,14.4,15.0,21.0,2.0,28.0,33.0,38.0,42.0,3741.0,1608.0,1424.0,2443.0,163.0,125.0,0.6579999999999999,38.8,2655.0,52.0,56.0
5.7,1.0,7.0,9.0,4.0,12.0,1199.0,55.0,10.0,5600.0,900.0,9999.0,9999.0,11.53,9999.0,9999.0,13.5,958.0,382.0,17.4,15.0,18.0,2.0,28.0,33.0,39.0,42.0,3500.0,1620.0,1695.0,2360.0,155.0,110.0,866.0,30.3,3.4,50.0,54.0
5.7,1.0,7.0,9.0,4.0,12.0,1587.0,65.0,10.0,5600.0,850.0,6500.0,9999.0,10.69,9999.0,9999.0,11.7,1025.0,500.0,15.8,15.0,21.0,1.0,28.0,33.0,39.0,42.0,3822.0,1652.0,1435.0,2442.0,185.0,135.0,0.65,33.4,3196.0,50.0,54.0
5.7,1.0,8.0,9.0,4.0,12.0,2188.0,83.0,22.0,4300.0,9999.0,9999.0,9999.0,14.36,9999.0,9999.0,11.8,1425.0,615.0,17.2,15.0,21.0,1.0,29.0,35.0,0.0,44.0,4508.0,1752.0,1442.0,2670.0,195.0,250.0,621.0,45.7,2.5,51.0,57.0
5.7,1.0,7.0,9.0,4.0,12.0,1390.0,70.0,9999.0,6000.0,9999.0,9999.0,9999.0,11.48,9999.0,9999.0,12.9,1235.0,560.0,17.6,15.0,21.0,2.0,28.0,33.0,39.0,42.0,4169.0,1698.0,1675.0,2580.0,173.0,127.0,9999.0,9999.0,9999.0,50.0,54.0
5.7,1.0,7.0,9.0,4.0,12.0,1834.0,92.0,13.0,5500.0,620.0,9999.0,9999.0,11.92,9999.0,9999.0,10.5,1295.0,475.0,14.1,15.0,21.0,2.0,28.0,34.0,38.0,48.0,4483.0,1717.0,1411.0,2550.0,200.0,174.0,9999.0,37.0,2.9410000000000003,52.0,54.0
5.7,1.0,8.0,9.0,5.0,12.0,2387.0,100.0,18.0,4000.0,9999.0,9999.0,9999.0,16.0,9999.0,9999.0,9.9,1490.0,510.0,14.9,15.0,21.0,1.0,29.0,34.0,38.0,43.0,4723.0,1810.0,1415.0,2702.0,202.0,304.0,9999.0,52.9,2188.0,51.0,57.0
5.7,1.0,7.0,9.0,4.0,12.0,1242.0,44.0,10.0,5500.0,900.0,9999.0,9999.0,9.92,9999.0,9999.0,17.5,890.0,460.0,20.2,15.0,21.0,1.0,28.0,36.0,39.0,42.0,3723.0,1690.0,1435.0,2380.0,150.0,98.0,9999.0,45.2,2.3,50.0,54.0
5.7,2.0,7.0,9.0,4.0,12.0,1795.0,88.0,11.0,5500.0,875.0,9999.0,9999.0,11.55,9999.0,9999.0,9.2,1060.0,260.0,12.0,15.0,21.0,2.0,28.0,33.0,39.0,42.0,3914.0,1629.0,1274.0,2376.0,193.0,165.0,648.0,48.2,3.12,50.0,54.0
5.7,1.0,7.0,9.0,4.0,12.0,1795.0,86.0,11.0,5500.0,9999.0,9999.0,9999.0,11.2,9999.0,9999.0,9.3,1155.0,485.0,13.4,15.0,21.0,2.0,28.0,33.0,39.0,42.0,4517.0,1696.0,1394.0,2620.0,193.0,160.0,9999.0,36.5,3.13,50.0,54.0
5.7,1.0,7.0,9.0,4.0,12.0,1396.0,55.0,10.0,6000.0,9999.0,9999.0,9999.0,10.08,9999.0,9999.0,14.6,955.0,530.0,17.4,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4190.0,1695.0,1375.0,2620.0,165.0,112.0,9999.0,37.2,2.849,50.0,54.0
5.7,1.0,7.0,9.0,4.0,12.0,1396.0,66.0,10.0,6300.0,9999.0,9999.0,9999.0,11.43,9999.0,9999.0,11.6,965.0,520.0,14.6,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4190.0,1695.0,1375.0,2620.0,177.0,127.0,9999.0,37.2,2.849,50.0,54.0
5.7,1.0,7.0,9.0,4.0,12.0,1396.0,66.0,10.0,6300.0,9999.0,9999.0,9999.0,11.43,9999.0,9999.0,11.6,990.0,500.0,15.0,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4460.0,1695.0,1390.0,2620.0,182.0,127.0,9999.0,37.2,2.849,50.0,54.0
5.7,1.0,7.0,9.0,4.0,12.0,1392.0,55.0,10.0,6000.0,700.0,9999.0,9999.0,10.47,9999.0,9999.0,12.8,1060.0,535.0,19.3,15.0,18.0,2.0,28.0,33.0,38.0,42.0,4340.0,1700.0,1395.0,2535.0,169.0,116.0,9999.0,35.7,3.54,52.0,54.0
5.7,1.0,7.0,9.0,4.0,12.0,1398.0,71.0,11.0,6000.0,9999.0,9999.0,9999.0,11.69,9999.0,9999.0,11.8,1045.0,535.0,14.7,15.0,20.0,2.0,28.0,33.0,38.0,42.0,4120.0,1690.0,1385.0,2465.0,185.0,130.0,9999.0,32.3,3.37,50.0,54.0
5.7,1.0,7.0,9.0,4.0,12.0,1398.0,71.0,11.0,6000.0,9999.0,9999.0,9999.0,11.69,9999.0,9999.0,11.8,1040.0,540.0,14.6,15.0,20.0,2.0,28.0,33.0,38.0,42.0,4315.0,1690.0,1385.0,2465.0,185.0,130.0,9999.0,32.3,3.37,50.0,54.0
5.7,1.0,7.0,9.0,4.0,12.0,1398.0,71.0,11.0,6000.0,9999.0,9999.0,9999.0,11.69,9999.0,9999.0,11.8,1085.0,495.0,15.3,15.0,20.0,2.0,28.0,33.0,38.0,42.0,4290.0,1690.0,1385.0,2465.0,185.0,130.0,9999.0,32.3,3.37,50.0,54.0
5.7,2.0,8.0,9.0,4.0,12.0,2151.0,105.0,18.0,4200.0,750.0,4750.0,4600.0,18.4,4.3,7.2,11.2,1645.0,625.0,15.7,15.0,19.0,2.0,29.0,34.0,38.0,43.0,4839.0,1799.0,1504.0,2833.0,202.0,315.0,685.0,49.7,2.382,50.0,55.0
5.7,1.0,7.0,9.0,4.0,12.0,1834.0,92.0,13.0,5500.0,620.0,9999.0,9999.0,11.92,9999.0,9999.0,10.5,1315.0,475.0,14.3,15.0,21.0,2.0,28.0,34.0,38.0,48.0,4483.0,1717.0,1413.0,2550.0,200.0,174.0,9999.0,37.0,2.9410000000000003,52.0,54.0
5.7,1.0,7.0,9.0,4.0,12.0,1493.0,84.0,10.0,6500.0,750.0,9999.0,9999.0,11.28,9999.0,9999.0,12.1,1115.0,495.0,13.3,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4425.0,1695.0,1440.0,2620.0,190.0,134.0,9999.0,38.8,2.729,52.0,54.0
5.8,2.0,7.0,9.0,4.0,12.0,1895.0,77.0,10.0,5300.0,850.0,6000.0,6000.0,10.94,9999.0,9999.0,11.9,1175.0,460.0,15.3,15.0,24.0,1.0,28.0,33.0,38.0,42.0,4210.0,1698.0,1393.0,2696.0,190.0,165.0,647.0,35.4,3.2,50.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1242.0,55.0,10.0,5200.0,875.0,7500.0,9999.0,11.13,9999.0,9999.0,15.9,968.0,507.0,17.6,15.0,23.0,2.0,28.0,33.0,38.0,42.0,3828.0,1634.0,1334.0,2446.0,162.0,110.0,662.0,40.6,2523.0,52.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1598.0,55.0,10.0,5200.0,850.0,9999.0,9999.0,10.07,9999.0,9999.0,14.5,1105.0,520.0,20.1,15.0,21.0,1.0,28.0,33.0,38.0,42.0,4252.0,1709.0,1425.0,2606.0,170.0,128.0,589.0,34.9,3.329,52.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1598.0,55.0,10.0,5200.0,850.0,9999.0,9999.0,10.07,9999.0,9999.0,14.5,1085.0,520.0,19.7,15.0,21.0,1.0,28.0,33.0,38.0,42.0,4110.0,1709.0,1425.0,2606.0,170.0,128.0,609.0,39.1,2968.0,52.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1598.0,55.0,10.0,5200.0,850.0,9999.0,9999.0,10.07,9999.0,9999.0,14.5,1105.0,520.0,20.1,15.0,21.0,1.0,28.0,33.0,38.0,42.0,4110.0,1709.0,1425.0,2606.0,170.0,128.0,629.0,39.1,2968.0,52.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1799.0,85.0,11.0,5400.0,850.0,9999.0,9999.0,11.87,9999.0,9999.0,11.0,1258.0,542.0,14.8,15.0,21.0,2.0,28.0,33.0,39.0,42.0,4495.0,1707.0,1425.0,2637.0,203.0,170.0,557.0,33.9,3.329,52.0,56.0
5.8,1.0,7.0,9.0,4.0,12.0,1799.0,85.0,11.0,5400.0,850.0,9999.0,9999.0,11.87,9999.0,9999.0,11.0,1273.0,542.0,15.0,15.0,21.0,2.0,28.0,33.0,39.0,42.0,4495.0,1707.0,1425.0,2637.0,203.0,170.0,557.0,33.9,3.329,52.0,56.0
5.8,1.0,7.0,9.0,4.0,12.0,1598.0,55.0,10.0,4500.0,690.0,9999.0,9999.0,10.62,9999.0,9999.0,12.0,965.0,485.0,17.5,15.0,21.0,1.0,28.0,33.0,39.0,42.0,3883.0,1635.0,1415.0,2450.0,170.0,135.0,679.0,35.8,2875.0,50.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1361.0,55.0,10.0,5500.0,850.0,9999.0,9999.0,10.25,9999.0,9999.0,12.0,1020.0,560.0,18.5,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4167.0,1698.0,1401.0,2540.0,175.0,111.0,634.0,32.4,3287.0,50.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1361.0,55.0,10.0,5500.0,850.0,6500.0,9999.0,10.25,9999.0,9999.0,14.9,1040.0,475.0,18.9,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4267.0,1689.0,1379.0,2580.0,168.0,111.0,672.0,35.0,3116.0,50.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1361.0,55.0,10.0,5500.0,850.0,6500.0,9999.0,10.25,9999.0,9999.0,14.7,1030.0,450.0,18.7,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4030.0,1680.0,1353.0,2580.0,165.0,111.0,672.0,35.0,3116.0,50.0,54.0
5.8,1.0,8.0,9.0,4.0,12.0,2188.0,83.0,22.0,4300.0,725.0,9999.0,9999.0,13.44,9999.0,9999.0,13.2,1575.0,570.0,19.0,15.0,21.0,1.0,29.0,35.0,0.0,44.0,4768.0,1816.0,1435.0,2765.0,192.0,234.0,654.0,39.8,2917.0,51.0,57.0
5.8,2.0,7.0,9.0,4.0,12.0,1795.0,107.0,11.0,7000.0,875.0,9999.0,9999.0,12.18,9999.0,9999.0,7.7,1070.0,250.0,10.0,15.0,21.0,2.0,28.0,33.0,39.0,42.0,3914.0,1629.0,1274.0,2376.0,212.0,174.0,648.0,9999.0,9999.0,50.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1795.0,107.0,11.0,6750.0,9999.0,9999.0,9999.0,12.18,9999.0,9999.0,7.8,1015.0,505.0,9.5,15.0,21.0,2.0,28.0,33.0,39.0,42.0,3990.0,1688.0,1419.0,2500.0,205.0,174.0,9999.0,33.6,3213.0,50.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1296.0,44.0,10.0,6000.0,850.0,9999.0,9999.0,8.14,9999.0,9999.0,15.0,830.0,530.0,18.9,15.0,21.0,1.0,28.0,33.0,39.0,42.0,3780.0,1620.0,1390.0,2395.0,155.0,84.0,9999.0,31.5,3266.0,50.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1597.0,66.0,10.0,5500.0,800.0,9999.0,9999.0,10.78,9999.0,9999.0,10.5,975.0,505.0,14.8,15.0,21.0,1.0,28.0,33.0,38.0,42.0,3880.0,1680.0,1365.0,2415.0,185.0,137.0,9999.0,35.3,2986.0,52.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1597.0,73.0,10.0,5750.0,750.0,9999.0,9999.0,10.78,9999.0,9999.0,12.1,1155.0,510.0,15.8,15.0,21.0,1.0,28.0,33.0,38.0,42.0,4475.0,1710.0,1405.0,2550.0,190.0,137.0,9999.0,33.7,3228.0,52.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1597.0,73.0,10.0,5750.0,750.0,9999.0,9999.0,10.78,9999.0,9999.0,12.1,1175.0,510.0,16.1,15.0,21.0,1.0,28.0,33.0,38.0,42.0,4475.0,1710.0,1405.0,2550.0,190.0,137.0,9999.0,33.7,3228.0,52.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1242.0,55.0,10.0,5200.0,9999.0,7500.0,9999.0,11.13,9999.0,9999.0,12.7,914.0,506.0,16.6,15.0,21.0,2.0,28.0,33.0,38.0,42.0,3828.0,1634.0,1334.0,2446.0,170.0,110.0,662.0,32.0,3213.0,52.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1299.0,63.0,11.0,6000.0,9999.0,9999.0,9999.0,12.0,9999.0,9999.0,13.8,990.0,520.0,15.7,15.0,20.0,2.0,28.0,33.0,38.0,42.0,3860.0,1690.0,1680.0,2500.0,155.0,124.0,9999.0,35.8,2.9810000000000003,50.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1597.0,70.0,10.0,5250.0,830.0,7100.0,9999.0,11.17,9999.0,9999.0,13.5,1311.0,639.0,18.7,15.0,21.0,2.0,28.0,33.0,38.0,42.0,4671.0,1751.0,1480.0,2704.0,180.0,142.0,0.6970000000000001,36.2,3114.0,52.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1595.0,74.0,10.0,5600.0,800.0,6500.0,9999.0,11.42,9999.0,7.8,11.9,1210.0,535.0,16.4,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4397.0,1735.0,1485.0,2515.0,188.0,145.0,0.6779999999999999,32.1,3613.0,50.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1361.0,55.0,10.0,5500.0,850.0,6500.0,9999.0,10.25,9999.0,9999.0,15.3,1065.0,485.0,19.4,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4344.0,1680.0,1407.0,2580.0,165.0,111.0,679.0,35.0,3116.0,50.0,54.0
5.8,1.0,7.0,9.0,4.0,12.0,1398.0,71.0,11.0,6000.0,9999.0,9999.0,9999.0,11.69,9999.0,9999.0,11.8,1085.0,530.0,15.3,15.0,20.0,2.0,28.0,33.0,38.0,42.0,4340.0,1690.0,1490.0,2465.0,185.0,130.0,9999.0,32.3,3.37,50.0,54.0
5.9,2.0,8.0,9.0,6.0,12.0,3226.0,145.0,18.0,4200.0,630.0,4750.0,4700.0,18.31,3.7,5.7,8.3,1610.0,570.0,11.1,15.0,19.0,2.0,29.0,34.0,38.0,43.0,4818.0,1799.0,1440.0,2833.0,230.0,470.0,629.0,53.4,2.22,50.0,57.0
5.9,1.0,7.0,9.0,4.0,12.0,1595.0,74.0,10.0,5600.0,780.0,6500.0,9999.0,11.42,9999.0,8.2,11.3,1200.0,550.0,16.2,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4479.0,1733.0,1416.0,2617.0,190.0,145.0,609.0,32.3,3595.0,50.0,54.0
5.9,1.0,8.0,9.0,6.0,13.0,2496.0,110.0,20.0,4000.0,750.0,4800.0,9999.0,15.61,9999.0,6.7,9.8,1415.0,550.0,12.9,15.0,23.0,4.0,29.0,34.0,38.0,46.0,4479.0,1733.0,1416.0,2617.0,214.0,310.0,629.0,50.6,2294.0,51.0,57.0
5.9,3.0,8.0,9.0,6.0,13.0,2496.0,110.0,20.0,4000.0,750.0,4800.0,9999.0,15.61,9999.0,6.3,9.4,1495.0,550.0,13.6,15.0,23.0,4.0,29.0,34.0,38.0,46.0,4479.0,1733.0,1416.0,2607.0,216.0,310.0,0.65,53.2,2182.0,51.0,57.0
5.9,1.0,7.0,9.0,4.0,12.0,1297.0,44.0,10.0,5000.0,800.0,9999.0,9999.0,9.98,9999.0,9999.0,15.9,958.0,507.0,21.8,16.0,18.0,1.0,28.0,33.0,38.0,42.0,3828.0,1634.0,1334.0,2446.0,155.0,103.0,662.0,35.3,2.93,50.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1242.0,55.0,10.0,5200.0,875.0,7500.0,9999.0,11.13,9999.0,9999.0,12.7,968.0,507.0,17.6,15.0,23.0,2.0,28.0,33.0,38.0,42.0,3828.0,1634.0,1334.0,2446.0,170.0,110.0,662.0,31.8,3228.0,52.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1796.0,85.0,11.0,5400.0,780.0,9999.0,9999.0,11.89,9999.0,9999.0,10.0,1145.0,520.0,13.5,15.0,21.0,2.0,28.0,33.0,38.0,42.0,4110.0,1709.0,1425.0,2606.0,200.0,170.0,609.0,34.9,3.329,52.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1796.0,85.0,11.0,5400.0,780.0,9999.0,9999.0,11.89,9999.0,9999.0,10.0,1165.0,520.0,13.7,15.0,21.0,2.0,28.0,33.0,38.0,42.0,4110.0,1709.0,1425.0,2606.0,200.0,170.0,629.0,34.9,3.329,52.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1796.0,85.0,11.0,5400.0,780.0,9999.0,9999.0,11.89,9999.0,9999.0,10.0,1165.0,520.0,13.7,15.0,21.0,2.0,28.0,33.0,38.0,42.0,4252.0,1709.0,1425.0,2606.0,200.0,170.0,589.0,34.9,3.329,52.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1598.0,78.0,11.0,6000.0,900.0,9999.0,9999.0,11.64,9999.0,9999.0,10.5,1031.0,319.0,13.2,15.0,21.0,2.0,28.0,33.0,38.0,42.0,3922.0,1596.0,1332.0,2443.0,203.0,148.0,552.0,32.2,3.329,52.0,56.0
5.9,1.0,7.0,9.0,4.0,12.0,1199.0,48.0,10.0,5600.0,780.0,9999.0,9999.0,11.53,9999.0,9999.0,17.0,940.0,495.0,19.6,15.0,24.0,2.0,28.0,33.0,38.0,42.0,3741.0,1608.0,1424.0,2443.0,155.0,110.0,0.66,33.8,3.49,52.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1199.0,48.0,10.0,5600.0,780.0,9999.0,9999.0,11.53,9999.0,9999.0,18.0,940.0,495.0,19.6,15.0,24.0,2.0,28.0,33.0,38.0,42.0,3741.0,1608.0,1424.0,2443.0,155.0,110.0,0.66,33.8,3.49,52.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1796.0,85.0,11.0,5400.0,780.0,9999.0,9999.0,11.89,9999.0,7.0,9.9,1185.0,420.0,13.9,15.0,21.0,2.0,28.0,33.0,38.0,42.0,4267.0,1709.0,1390.0,2606.0,206.0,170.0,563.0,33.6,3.329,52.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1598.0,55.0,10.0,4600.0,800.0,9999.0,9999.0,10.62,9999.0,9999.0,14.4,1180.0,525.0,21.5,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4511.0,1731.0,1429.0,2512.0,170.0,135.0,0.6559999999999999,34.8,3.4,50.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1781.0,55.0,9.0,5000.0,875.0,9999.0,9999.0,9.88,9999.0,9.7,15.5,1155.0,425.0,21.0,15.0,21.0,1.0,28.0,36.0,39.0,42.0,4081.0,1695.0,1425.0,2472.0,163.0,140.0,0.6509999999999999,38.8,2.732,50.0,54.0
5.9,1.0,8.0,9.0,4.0,12.0,2446.0,95.0,22.0,4300.0,750.0,4800.0,9999.0,14.64,9999.0,9999.0,12.1,1580.0,550.0,16.6,15.0,21.0,1.0,29.0,35.0,39.0,44.0,4708.0,1794.0,1394.0,2850.0,201.0,285.0,0.66,45.4,2.64,51.0,57.0
5.9,1.0,7.0,9.0,4.0,12.0,1598.0,55.0,9.0,5000.0,9999.0,9999.0,9999.0,10.22,9999.0,9999.0,12.9,1075.0,570.0,19.5,15.0,21.0,1.0,28.0,36.0,39.0,42.0,4400.0,1698.0,1419.0,2575.0,175.0,130.0,617.0,32.6,3233.0,50.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1598.0,66.0,10.0,5000.0,720.0,9999.0,9999.0,10.77,9999.0,9999.0,11.5,1075.0,570.0,16.3,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4400.0,1698.0,1419.0,2575.0,184.0,137.0,617.0,34.7,3.74,50.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1598.0,66.0,10.0,5000.0,720.0,9999.0,9999.0,10.77,9999.0,9999.0,11.5,1010.0,485.0,15.3,15.0,21.0,1.0,28.0,33.0,39.0,42.0,3931.0,1698.0,1366.0,2463.0,187.0,137.0,627.0,33.0,3233.0,50.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1589.0,73.0,11.0,6000.0,9999.0,9999.0,9999.0,10.91,9999.0,9999.0,9.8,975.0,495.0,13.4,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4350.0,1660.0,1385.0,2470.0,180.0,138.0,9999.0,33.1,3.2,50.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1589.0,73.0,11.0,6000.0,9999.0,9999.0,9999.0,10.91,9999.0,9999.0,9.8,985.0,485.0,13.5,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4350.0,1660.0,1385.0,2470.0,180.0,138.0,9999.0,33.1,3.2,50.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1296.0,62.0,10.0,6500.0,850.0,9999.0,9999.0,10.18,9999.0,9999.0,13.8,860.0,500.0,13.9,15.0,21.0,1.0,28.0,33.0,39.0,42.0,3780.0,1620.0,1390.0,2395.0,165.0,105.0,9999.0,29.9,3437.0,50.0,54.0
5.9,1.0,7.0,9.0,3.0,12.0,989.0,41.0,10.0,5200.0,9999.0,9999.0,9999.0,11.18,9999.0,9999.0,15.9,730.0,470.0,17.8,15.0,23.0,2.0,28.0,33.0,39.0,42.0,3410.0,1475.0,1420.0,2345.0,140.0,88.0,9999.0,24.5,3966.0,50.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1493.0,84.0,10.0,6500.0,9999.0,9999.0,9999.0,11.28,9999.0,9999.0,12.4,1025.0,500.0,12.2,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4190.0,1695.0,1375.0,2620.0,172.0,134.0,9999.0,36.1,2932.0,50.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1493.0,84.0,10.0,6500.0,9999.0,9999.0,9999.0,11.28,9999.0,9999.0,12.2,1050.0,480.0,12.5,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4460.0,1695.0,1390.0,2620.0,177.0,134.0,9999.0,36.1,2932.0,50.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1297.0,37.0,10.0,5000.0,9999.0,9999.0,9999.0,9.01,9999.0,9999.0,19.5,931.0,474.0,25.2,16.0,18.0,1.0,28.0,33.0,38.0,42.0,3828.0,1634.0,1334.0,2446.0,143.0,93.0,662.0,35.4,2.93,50.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1297.0,37.0,10.0,5000.0,9999.0,9999.0,9999.0,9.01,9999.0,9999.0,19.5,948.0,487.0,25.6,16.0,18.0,1.0,28.0,33.0,38.0,42.0,3828.0,1634.0,1334.0,2446.0,143.0,93.0,662.0,35.4,2.93,50.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1598.0,81.0,11.0,6000.0,9999.0,9999.0,9999.0,11.8,9999.0,9999.0,10.0,1065.0,550.0,13.1,15.0,20.0,2.0,28.0,33.0,38.0,42.0,4120.0,1690.0,1385.0,2465.0,195.0,150.0,9999.0,32.3,3.37,50.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1598.0,81.0,11.0,6000.0,9999.0,9999.0,9999.0,11.8,9999.0,9999.0,10.0,1100.0,515.0,13.6,15.0,20.0,2.0,28.0,33.0,38.0,42.0,4290.0,1690.0,1385.0,2465.0,195.0,150.0,9999.0,32.3,3.37,50.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1349.0,55.0,10.0,5400.0,9999.0,9999.0,9999.0,10.71,9999.0,9999.0,15.0,1030.0,565.0,18.7,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4237.0,1678.0,1432.0,2520.0,166.0,115.0,9999.0,35.7,2965.0,50.0,54.0
5.9,1.0,7.0,9.0,4.0,12.0,1349.0,55.0,10.0,5400.0,9999.0,9999.0,9999.0,10.71,9999.0,9999.0,15.0,1015.0,580.0,18.5,15.0,21.0,1.0,28.0,33.0,39.0,42.0,4074.0,1678.0,1432.0,2520.0,166.0,115.0,9999.0,35.7,2965.0,50.0,54.0
