0,1,2,3,4,5,6,7,8,9,10,11,12,13
48.8,0.52,20.0,3.97,0.0,647.0,8398.0,91.5,2288.0,5.0,264.0,13.0,386859.0,5.91
36.5,0.55,20.0,3.97,0.0,647.0,7206.0,91.6,1.93,5.0,264.0,13.0,387889.0,8.1
22.8,762.0,20.0,3.97,0.0,647.0,5.56,62.8,1986.0,5.0,264.0,13.0,392398.0,10.45
30.7,786.0,20.0,3.97,0.0,647.0,7014.0,84.6,2133.0,5.0,264.0,13.0,384068.0,14.79
43.5,0.54,20.0,3.97,0.0,575.0,7.47,52.6,2872.0,5.0,264.0,13.0,390299.0,3.16
20.7,91.0,20.0,6.96,1.0,464.0,5.92,61.5,3917.0,3.0,223.0,18.6,391.34,13.65
21.1,299.0,20.0,6.96,0.0,464.0,5856.0,42.1,4429.0,3.0,223.0,18.6,388648.0,13.0
25.2,162.0,20.0,6.96,0.0,464.0,6.24,16.3,4429.0,3.0,223.0,18.6,396898.0,6.59
24.4,115.0,20.0,6.96,0.0,464.0,6538.0,58.7,3917.0,3.0,223.0,18.6,394959.0,7.73
35.2,222.0,20.0,6.96,1.0,464.0,7691.0,51.8,4366.0,3.0,223.0,18.6,390.77,6.58
32.4,56.0,40.0,6.41,1.0,447.0,6758.0,32.9,4078.0,4.0,254.0,17.6,396898.0,3.53
32.0,96.0,40.0,6.41,0.0,447.0,6854.0,42.8,4267.0,4.0,254.0,17.6,396898.0,2.98
33.2,105.0,40.0,6.41,1.0,447.0,7267.0,49.0,4787.0,4.0,254.0,17.6,389.25,6.05
33.1,61.0,40.0,6.41,1.0,447.0,6826.0,27.6,4863.0,4.0,254.0,17.6,393449.0,4.16
29.1,0.08,40.0,6.41,0.0,447.0,6482.0,32.1,4.14,4.0,254.0,17.6,396898.0,7.19
45.4,36.0,20.0,3.33,0.0,443.0,7.82,64.5,4695.0,5.0,216.0,14.9,387309.0,3.76
35.4,37.0,20.0,3.33,0.0,443.0,6968.0,37.2,5245.0,5.0,216.0,14.9,392229.0,4.59
46.0,61.0,20.0,3.33,1.0,443.0,7645.0,49.7,5212.0,5.0,216.0,14.9,377068.0,3.01
50.0,15.0,90.0,1.21,1.0,401.0,7923.0,24.8,5885.0,1.0,198.0,13.6,395.52,3.16
22.0,11.0,55.0,2.25,0.0,389.0,6453.0,31.9,7307.0,1.0,300.0,15.3,394719.0,8.23
20.1,0.02,80.0,1.76,0.0,385.0,6.23,31.5,9089.0,1.0,241.0,18.2,341.6,12.93
23.2,39.0,52.5,5.32,0.0,405.0,6209.0,31.3,7317.0,6.0,293.0,16.6,396898.0,7.14
22.3,46.0,52.5,5.32,0.0,405.0,6315.0,45.6,7317.0,6.0,293.0,16.6,396898.0,7.6
24.8,43.0,52.5,5.32,0.0,405.0,6565.0,22.9,7317.0,6.0,293.0,16.6,371719.0,9.51
28.5,35.0,80.0,4.95,0.0,411.0,6861.0,27.9,5117.0,4.0,245.0,19.2,396898.0,3.33
37.3,79.0,80.0,4.95,0.0,411.0,7148.0,27.7,5117.0,4.0,245.0,19.2,396898.0,3.56
27.9,36.0,80.0,4.95,0.0,411.0,6.63,23.4,5117.0,4.0,245.0,19.2,396898.0,4.7
23.9,83.0,0.0,13.92,0.0,437.0,6127.0,18.4,5503.0,4.0,289.0,16.0,396898.0,8.58
21.7,82.0,0.0,13.92,0.0,437.0,6009.0,42.3,5503.0,4.0,289.0,16.0,396898.0,10.4
28.6,129.0,0.0,13.92,0.0,437.0,6678.0,31.1,5.96,4.0,289.0,16.0,396898.0,6.27
27.1,54.0,0.0,13.92,0.0,437.0,6549.0,51.0,5.96,4.0,289.0,16.0,392.85,7.39
20.3,141.0,0.0,13.92,0.0,437.0,5.79,58.0,6.32,4.0,289.0,16.0,396898.0,15.84
22.5,65.0,70.0,2.24,0.0,0.4,6345.0,20.1,7828.0,5.0,358.0,14.8,368238.0,4.97
29.0,56.0,70.0,2.24,0.0,0.4,7041.0,10.0,7828.0,5.0,358.0,14.8,371578.0,4.74
24.8,44.0,70.0,2.24,0.0,0.4,6871.0,47.4,7828.0,5.0,358.0,14.8,390859.0,6.07
26.4,93.0,34.0,6.09,0.0,433.0,6495.0,18.4,5492.0,7.0,329.0,16.1,383609.0,8.67
33.1,0.1,34.0,6.09,0.0,433.0,6982.0,17.7,5492.0,7.0,329.0,16.1,390.43,4.86
36.1,55.0,33.0,2.18,0.0,472.0,7236.0,41.1,4022.0,7.0,222.0,18.4,393.68,6.93
28.4,55.0,33.0,2.18,0.0,472.0,6616.0,58.1,3.37,7.0,222.0,18.4,393359.0,8.93
33.4,75.0,33.0,2.18,0.0,472.0,7.42,71.9,3099.0,7.0,222.0,18.4,396898.0,6.47
28.2,49.0,33.0,2.18,0.0,472.0,6849.0,70.3,3183.0,7.0,222.0,18.4,396898.0,7.53
22.8,493.0,0.0,9.9,0.0,544.0,6635.0,82.5,3317.0,4.0,304.0,18.4,396898.0,4.54
20.3,349.0,0.0,9.9,0.0,544.0,5972.0,76.7,3102.0,4.0,304.0,18.4,396238.0,9.97
16.1,2635.0,0.0,9.9,0.0,544.0,4973.0,37.8,2519.0,4.0,304.0,18.4,350449.0,12.64
22.1,0.79,0.0,9.9,0.0,544.0,6122.0,52.8,2.64,4.0,304.0,18.4,396898.0,5.98
19.4,262.0,0.0,9.9,0.0,544.0,6023.0,90.4,2834.0,4.0,304.0,18.4,396299.0,11.72
21.6,269.0,0.0,9.9,0.0,544.0,6266.0,82.8,3263.0,4.0,304.0,18.4,393389.0,7.9
23.8,369.0,0.0,9.9,0.0,544.0,6567.0,87.3,3602.0,4.0,304.0,18.4,395689.0,9.28
16.2,254.0,0.0,9.9,0.0,544.0,5705.0,77.7,3945.0,4.0,304.0,18.4,396.42,11.5
17.8,318.0,0.0,9.9,0.0,544.0,5914.0,83.2,3999.0,4.0,304.0,18.4,390699.0,18.33
19.8,245.0,0.0,9.9,0.0,544.0,5782.0,71.7,4032.0,4.0,304.0,18.4,396898.0,15.94
23.1,402.0,0.0,9.9,0.0,544.0,6382.0,67.2,3532.0,4.0,304.0,18.4,395209.0,10.36
21.0,475.0,0.0,9.9,0.0,544.0,6113.0,58.8,4002.0,4.0,304.0,18.4,396229.0,12.73
23.8,168.0,0.0,7.38,0.0,493.0,6426.0,52.3,4.54,5.0,287.0,19.6,396898.0,7.2
23.1,182.0,0.0,7.38,0.0,493.0,6376.0,54.3,4.54,5.0,287.0,19.6,396898.0,6.87
18.5,284.0,0.0,7.38,0.0,493.0,5708.0,74.3,4721.0,5.0,287.0,19.6,391129.0,11.74
24.6,192.0,0.0,7.38,0.0,493.0,6431.0,14.7,5416.0,5.0,287.0,19.6,393.68,5.08
23.0,303.0,0.0,7.38,0.0,493.0,6312.0,28.9,5416.0,5.0,287.0,19.6,396898.0,6.15
22.2,241.0,0.0,7.38,0.0,493.0,6083.0,43.7,5416.0,5.0,287.0,19.6,396898.0,12.79
19.3,66.0,0.0,3.24,0.0,0.46,5868.0,25.8,5215.0,4.0,430.0,16.9,382439.0,9.97
19.8,45.0,0.0,3.24,0.0,0.46,6144.0,32.2,5874.0,4.0,430.0,16.9,368568.0,9.09
17.1,0.05,35.0,6.06,0.0,438.0,5706.0,28.4,6641.0,1.0,304.0,16.9,394.02,12.43
19.4,35.0,35.0,6.06,0.0,438.0,6031.0,23.3,6641.0,1.0,304.0,16.9,362.25,7.83
22.2,51.0,0.0,5.19,0.0,515.0,6316.0,38.1,6458.0,5.0,224.0,20.2,389709.0,5.68
20.7,37.0,0.0,5.19,0.0,515.0,6.31,38.5,6458.0,5.0,224.0,20.2,389398.0,6.75
18.5,0.03,0.0,5.19,0.0,515.0,5895.0,59.6,5615.0,5.0,224.0,20.2,394809.0,10.56
20.6,33.0,0.0,5.19,0.0,515.0,6059.0,37.3,4812.0,5.0,224.0,20.2,396139.0,8.51
18.7,62.0,0.0,5.19,0.0,515.0,5968.0,58.5,4812.0,5.0,224.0,20.2,396898.0,9.29
32.7,13.0,35.0,1.52,0.0,442.0,7241.0,49.3,7038.0,1.0,284.0,15.5,394738.0,5.49
16.5,25.0,0.0,1.89,0.0,518.0,6.54,59.7,6267.0,1.0,422.0,15.9,389959.0,8.65
23.9,25.0,55.0,3.78,0.0,484.0,6696.0,56.4,5732.0,5.0,370.0,17.6,396898.0,7.18
31.2,0.03,55.0,3.78,0.0,484.0,6874.0,28.1,6465.0,5.0,370.0,17.6,387969.0,4.61
17.5,31.0,0.0,4.39,0.0,442.0,6014.0,48.5,8014.0,3.0,352.0,18.8,385639.0,10.53
17.2,62.0,0.0,4.39,0.0,442.0,5898.0,52.3,8014.0,3.0,352.0,18.8,364609.0,12.67
23.1,19.0,85.0,4.15,0.0,429.0,6516.0,27.7,8535.0,4.0,351.0,17.9,392.43,6.36
24.5,15.0,80.0,2.01,0.0,435.0,6635.0,29.7,8344.0,4.0,280.0,17.0,390939.0,5.99
26.6,29.0,40.0,1.25,0.0,429.0,6939.0,34.5,8792.0,1.0,335.0,19.7,389.85,5.89
22.9,62.0,40.0,1.25,0.0,429.0,6.49,44.4,8792.0,1.0,335.0,19.7,396898.0,5.98
24.1,79.0,60.0,1.69,0.0,411.0,6579.0,35.9,10.71,4.0,411.0,18.3,370779.0,5.49
18.6,72.0,60.0,1.69,0.0,411.0,5884.0,18.5,10.71,4.0,411.0,18.3,392328.0,7.79
30.1,17.0,90.0,2.02,0.0,0.41,6728.0,36.1,12126.0,5.0,187.0,17.0,384459.0,4.5
18.2,43.0,80.0,1.91,0.0,413.0,5663.0,21.9,10586.0,4.0,334.0,22.0,382799.0,8.05
20.6,107.0,80.0,1.91,0.0,413.0,5936.0,19.5,10586.0,4.0,334.0,22.0,376039.0,5.57
17.8,8983.0,0.0,18.1,1.0,0.77,6212.0,97.4,2122.0,24.0,666.0,20.2,377729.0,17.6
21.7,3.85,0.0,18.1,1.0,0.77,6395.0,91.0,2505.0,24.0,666.0,20.2,391.34,13.27
22.7,5202.0,0.0,18.1,1.0,0.77,6127.0,83.4,2723.0,24.0,666.0,20.2,395.43,11.48
22.6,4261.0,0.0,18.1,0.0,0.77,6112.0,81.3,2509.0,24.0,666.0,20.2,390738.0,12.67
25.0,4542.0,0.0,18.1,0.0,0.77,6398.0,88.0,2518.0,24.0,666.0,20.2,374559.0,7.79
19.9,3837.0,0.0,18.1,0.0,0.77,6251.0,91.1,2295.0,24.0,666.0,20.2,350648.0,14.19
20.8,3678.0,0.0,18.1,0.0,0.77,5362.0,96.2,2104.0,24.0,666.0,20.2,380789.0,10.19
16.8,4222.0,0.0,18.1,1.0,0.77,5803.0,89.0,1905.0,24.0,666.0,20.2,353039.0,14.64
21.9,3474.0,0.0,18.1,1.0,718.0,8.78,82.9,1905.0,24.0,666.0,20.2,354549.0,5.29
27.5,4556.0,0.0,18.1,0.0,718.0,3561.0,87.9,1613.0,24.0,666.0,20.2,354699.0,7.12
21.9,3697.0,0.0,18.1,0.0,718.0,4963.0,91.4,1752.0,24.0,666.0,20.2,316029.0,14.0
23.1,13522.0,0.0,18.1,0.0,631.0,3863.0,100.0,1511.0,24.0,666.0,20.2,131.42,13.33
50.0,4898.0,0.0,18.1,0.0,631.0,4.97,100.0,1332.0,24.0,666.0,20.2,375.52,3.26
50.0,5.67,0.0,18.1,1.0,631.0,6683.0,96.8,1357.0,24.0,666.0,20.2,375328.0,3.73
50.0,6539.0,0.0,18.1,1.0,631.0,7016.0,97.5,1202.0,24.0,666.0,20.2,392049.0,2.96
50.0,9232.0,0.0,18.1,0.0,631.0,6216.0,100.0,1169.0,24.0,666.0,20.2,366148.0,9.53
50.0,8267.0,0.0,18.1,1.0,668.0,5875.0,89.6,1.13,24.0,666.0,20.2,347879.0,8.88
13.8,11108.0,0.0,18.1,0.0,668.0,4906.0,100.0,1174.0,24.0,666.0,20.2,396898.0,34.77
13.8,18498.0,0.0,18.1,0.0,668.0,4138.0,100.0,1137.0,24.0,666.0,20.2,396898.0,37.97
15.0,19609.0,0.0,18.1,0.0,671.0,7313.0,97.9,1316.0,24.0,666.0,20.2,396898.0,13.44
13.9,15288.0,0.0,18.1,0.0,671.0,6649.0,93.3,1345.0,24.0,666.0,20.2,363.02,23.24
13.3,9823.0,0.0,18.1,0.0,671.0,6794.0,98.8,1358.0,24.0,666.0,20.2,396898.0,21.24
13.1,23648.0,0.0,18.1,0.0,671.0,6.38,96.2,1386.0,24.0,666.0,20.2,396898.0,23.69
10.4,88976.0,0.0,18.1,0.0,671.0,6968.0,91.9,1416.0,24.0,666.0,20.2,396898.0,17.21
10.9,15874.0,0.0,18.1,0.0,671.0,6545.0,99.1,1519.0,24.0,666.0,20.2,396898.0,21.08
11.3,9187.0,0.0,18.1,0.0,0.7,5536.0,100.0,1.58,24.0,666.0,20.2,396898.0,23.6
8.8,20085.0,0.0,18.1,0.0,0.7,4368.0,91.2,1439.0,24.0,666.0,20.2,285828.0,30.63
10.5,24394.0,0.0,18.1,0.0,0.7,4652.0,100.0,1467.0,24.0,666.0,20.2,396898.0,28.28
7.4,22597.0,0.0,18.1,0.0,0.7,5.0,89.5,1518.0,24.0,666.0,20.2,396898.0,31.99
10.2,14334.0,0.0,18.1,0.0,0.7,4.88,100.0,1589.0,24.0,666.0,20.2,372.92,30.62
11.5,8152.0,0.0,18.1,0.0,0.7,5.39,98.9,1728.0,24.0,666.0,20.2,396898.0,20.85
15.1,6962.0,0.0,18.1,0.0,0.7,5713.0,97.0,1926.0,24.0,666.0,20.2,394.43,17.11
23.2,5293.0,0.0,18.1,0.0,0.7,6051.0,82.5,2168.0,24.0,666.0,20.2,378379.0,18.76
9.7,11578.0,0.0,18.1,0.0,0.7,5036.0,97.0,1.77,24.0,666.0,20.2,396898.0,25.68
13.8,8645.0,0.0,18.1,0.0,693.0,6193.0,92.6,1791.0,24.0,666.0,20.2,396898.0,15.17
12.7,13.36,0.0,18.1,0.0,693.0,5887.0,94.7,1782.0,24.0,666.0,20.2,396898.0,16.35
8.5,7672.0,0.0,18.1,0.0,693.0,5747.0,98.9,1633.0,24.0,666.0,20.2,393.1,19.92
5.0,38352.0,0.0,18.1,0.0,693.0,5453.0,100.0,1.49,24.0,666.0,20.2,396898.0,30.59
6.3,9917.0,0.0,18.1,0.0,693.0,5852.0,77.8,1.5,24.0,666.0,20.2,338158.0,29.97
5.6,25046.0,0.0,18.1,0.0,693.0,5987.0,100.0,1589.0,24.0,666.0,20.2,396898.0,26.77
7.2,14236.0,0.0,18.1,0.0,693.0,6343.0,100.0,1574.0,24.0,666.0,20.2,396898.0,20.32
12.1,9596.0,0.0,18.1,0.0,693.0,6404.0,100.0,1639.0,24.0,666.0,20.2,376109.0,20.31
8.3,24802.0,0.0,18.1,0.0,693.0,5349.0,96.0,1703.0,24.0,666.0,20.2,396898.0,19.77
8.5,41529.0,0.0,18.1,0.0,693.0,5531.0,85.4,1607.0,24.0,666.0,20.2,329459.0,27.38
5.0,67.92,0.0,18.1,0.0,693.0,5683.0,100.0,1425.0,24.0,666.0,20.2,384969.0,22.98
11.9,20716.0,0.0,18.1,0.0,659.0,4138.0,100.0,1178.0,24.0,666.0,20.2,370219.0,23.34
27.9,11951.0,0.0,18.1,0.0,659.0,5608.0,100.0,1285.0,24.0,666.0,20.2,332.09,12.13
17.2,7404.0,0.0,18.1,0.0,597.0,5617.0,97.9,1455.0,24.0,666.0,20.2,314639.0,26.4
15.0,51136.0,0.0,18.1,0.0,597.0,5757.0,100.0,1413.0,24.0,666.0,20.2,2.6,10.11
17.2,14051.0,0.0,18.1,0.0,597.0,6657.0,100.0,1527.0,24.0,666.0,20.2,35.05,21.22
17.9,18811.0,0.0,18.1,0.0,597.0,4628.0,100.0,1554.0,24.0,666.0,20.2,28.79,34.37
16.3,28656.0,0.0,18.1,0.0,597.0,5155.0,100.0,1589.0,24.0,666.0,20.2,210.97,20.08
7.0,45746.0,0.0,18.1,0.0,693.0,4519.0,100.0,1658.0,24.0,666.0,20.2,88.27,36.98
7.2,18085.0,0.0,18.1,0.0,679.0,6434.0,100.0,1835.0,24.0,666.0,20.2,27.25,29.05
10.4,25941.0,0.0,18.1,0.0,679.0,5304.0,89.1,1647.0,24.0,666.0,20.2,127.36,26.64
8.8,73534.0,0.0,18.1,0.0,679.0,5957.0,100.0,1803.0,24.0,666.0,20.2,16.45,20.62
8.4,11812.0,0.0,18.1,0.0,718.0,6824.0,76.5,1794.0,24.0,666.0,20.2,48.45,22.74
16.7,11087.0,0.0,18.1,0.0,718.0,6411.0,100.0,1859.0,24.0,666.0,20.2,318.75,15.02
14.2,7023.0,0.0,18.1,0.0,718.0,6006.0,95.3,1875.0,24.0,666.0,20.2,319979.0,15.7
20.8,12048.0,0.0,18.1,0.0,614.0,5648.0,87.6,1951.0,24.0,666.0,20.2,291549.0,14.1
13.4,7.05,0.0,18.1,0.0,614.0,6103.0,85.1,2022.0,24.0,666.0,20.2,2.52,23.29
11.7,8792.0,0.0,18.1,0.0,584.0,5565.0,70.6,2063.0,24.0,666.0,20.2,3.65,17.16
8.3,15.86,0.0,18.1,0.0,679.0,5896.0,95.4,1.91,24.0,666.0,20.2,7.68,24.39
10.9,37662.0,0.0,18.1,0.0,679.0,6202.0,78.7,1863.0,24.0,666.0,20.2,18.82,14.52
11.0,7367.0,0.0,18.1,0.0,679.0,6193.0,78.1,1936.0,24.0,666.0,20.2,96.73,21.52
9.5,9339.0,0.0,18.1,0.0,679.0,6.38,95.6,1968.0,24.0,666.0,20.2,60.72,24.08
14.5,8492.0,0.0,18.1,0.0,584.0,6348.0,86.1,2053.0,24.0,666.0,20.2,83.45,17.64
14.1,10062.0,0.0,18.1,0.0,584.0,6833.0,94.3,2088.0,24.0,666.0,20.2,81.33,19.69
16.1,6444.0,0.0,18.1,0.0,584.0,6425.0,74.8,2.2,24.0,666.0,20.2,97.95,12.03
14.3,5581.0,0.0,18.1,0.0,713.0,6436.0,87.9,2316.0,24.0,666.0,20.2,100.19,16.22
11.7,13913.0,0.0,18.1,0.0,713.0,6208.0,95.0,2222.0,24.0,666.0,20.2,100.63,15.17
13.4,11.16,0.0,18.1,0.0,0.74,6629.0,94.6,2125.0,24.0,666.0,20.2,109.85,23.27
9.6,14421.0,0.0,18.1,0.0,0.74,6461.0,93.3,2003.0,24.0,666.0,20.2,27.49,18.05
8.7,15177.0,0.0,18.1,0.0,0.74,6152.0,100.0,1914.0,24.0,666.0,20.2,9.32,26.45
8.4,13678.0,0.0,18.1,0.0,0.74,5935.0,87.9,1821.0,24.0,666.0,20.2,68.95,34.02
12.8,9391.0,0.0,18.1,0.0,0.74,5627.0,93.9,1817.0,24.0,666.0,20.2,396898.0,22.88
10.5,22051.0,0.0,18.1,0.0,0.74,5818.0,92.4,1866.0,24.0,666.0,20.2,391449.0,22.11
17.1,9724.0,0.0,18.1,0.0,0.74,6406.0,97.2,2065.0,24.0,666.0,20.2,385959.0,19.52
18.4,5666.0,0.0,18.1,0.0,0.74,6219.0,100.0,2005.0,24.0,666.0,20.2,395689.0,16.59
15.4,9966.0,0.0,18.1,0.0,0.74,6485.0,100.0,1978.0,24.0,666.0,20.2,386729.0,18.85
11.8,10672.0,0.0,18.1,0.0,0.74,6459.0,94.8,1988.0,24.0,666.0,20.2,43.06,23.98
14.9,6288.0,0.0,18.1,0.0,0.74,6341.0,96.4,2072.0,24.0,666.0,20.2,318.01,17.79
12.6,9925.0,0.0,18.1,0.0,0.74,6251.0,96.6,2198.0,24.0,666.0,20.2,388.52,16.44
14.1,9329.0,0.0,18.1,0.0,713.0,6185.0,98.7,2262.0,24.0,666.0,20.2,396898.0,18.13
13.0,7526.0,0.0,18.1,0.0,713.0,6417.0,98.3,2185.0,24.0,666.0,20.2,304209.0,19.31
13.4,6718.0,0.0,18.1,0.0,713.0,6749.0,92.6,2324.0,24.0,666.0,20.2,0.32,17.44
15.2,5441.0,0.0,18.1,0.0,713.0,6655.0,98.2,2355.0,24.0,666.0,20.2,355289.0,17.73
16.1,5.09,0.0,18.1,0.0,713.0,6297.0,91.8,2368.0,24.0,666.0,20.2,385.09,17.27
17.8,8248.0,0.0,18.1,0.0,713.0,7393.0,99.3,2453.0,24.0,666.0,20.2,375869.0,16.74
14.9,9514.0,0.0,18.1,0.0,713.0,6728.0,94.1,2496.0,24.0,666.0,20.2,6.68,18.71
14.1,4752.0,0.0,18.1,0.0,713.0,6525.0,86.5,2436.0,24.0,666.0,20.2,50.92,18.13
12.7,4669.0,0.0,18.1,0.0,713.0,5976.0,87.9,2581.0,24.0,666.0,20.2,10.48,19.01
13.5,8201.0,0.0,18.1,0.0,713.0,5936.0,80.3,2779.0,24.0,666.0,20.2,3.5,16.94
14.9,7752.0,0.0,18.1,0.0,713.0,6301.0,83.7,2783.0,24.0,666.0,20.2,272209.0,16.23
20.0,6801.0,0.0,18.1,0.0,713.0,6081.0,84.4,2717.0,24.0,666.0,20.2,396898.0,14.7
16.4,4812.0,0.0,18.1,0.0,713.0,6701.0,90.0,2597.0,24.0,666.0,20.2,255229.0,16.42
17.7,3693.0,0.0,18.1,0.0,713.0,6376.0,88.4,2567.0,24.0,666.0,20.2,391.43,14.65
19.5,6655.0,0.0,18.1,0.0,713.0,6317.0,83.0,2734.0,24.0,666.0,20.2,396898.0,13.99
20.2,5821.0,0.0,18.1,0.0,713.0,6513.0,89.9,2802.0,24.0,666.0,20.2,393818.0,10.29
21.4,7839.0,0.0,18.1,0.0,655.0,6209.0,65.4,2963.0,24.0,666.0,20.2,396898.0,13.22
19.9,3164.0,0.0,18.1,0.0,655.0,5759.0,48.2,3066.0,24.0,666.0,20.2,334398.0,14.13
19.0,3775.0,0.0,18.1,0.0,655.0,5952.0,84.7,2871.0,24.0,666.0,20.2,22.01,17.15
19.1,4422.0,0.0,18.1,0.0,584.0,6003.0,94.5,2.54,24.0,666.0,20.2,331289.0,21.32
19.1,15576.0,0.0,18.1,0.0,0.58,5926.0,71.0,2908.0,24.0,666.0,20.2,368738.0,18.13
20.1,13075.0,0.0,18.1,0.0,0.58,5713.0,56.7,2824.0,24.0,666.0,20.2,396898.0,14.76
19.9,4349.0,0.0,18.1,0.0,0.58,6167.0,84.0,3033.0,24.0,666.0,20.2,396898.0,16.29
19.6,4038.0,0.0,18.1,0.0,532.0,6229.0,90.7,3099.0,24.0,666.0,20.2,395328.0,12.87
23.2,3569.0,0.0,18.1,0.0,0.58,6437.0,75.0,2896.0,24.0,666.0,20.2,393369.0,14.36
29.8,4647.0,0.0,18.1,0.0,614.0,6.98,67.6,2533.0,24.0,666.0,20.2,374.68,11.66
16.7,4871.0,0.0,18.1,0.0,614.0,6484.0,93.6,2305.0,24.0,666.0,20.2,396209.0,18.68
12.0,15023.0,0.0,18.1,0.0,614.0,5304.0,97.3,2101.0,24.0,666.0,20.2,349479.0,24.91
14.6,10233.0,0.0,18.1,0.0,614.0,6185.0,96.7,2.17,24.0,666.0,20.2,379699.0,18.03
21.4,14334.0,0.0,18.1,0.0,614.0,6229.0,88.0,1951.0,24.0,666.0,20.2,383318.0,13.11
23.0,5824.0,0.0,18.1,0.0,532.0,6242.0,64.7,3424.0,24.0,666.0,20.2,396898.0,10.74
23.7,5708.0,0.0,18.1,0.0,532.0,6.75,74.9,3332.0,24.0,666.0,20.2,393068.0,7.74
25.0,5731.0,0.0,18.1,0.0,532.0,7061.0,77.0,3411.0,24.0,666.0,20.2,395279.0,7.01
20.6,2379.0,0.0,18.1,0.0,583.0,5871.0,41.9,3724.0,24.0,666.0,20.2,370729.0,13.34
21.2,3674.0,0.0,18.1,0.0,583.0,6312.0,51.9,3992.0,24.0,666.0,20.2,388619.0,10.58
19.1,5692.0,0.0,18.1,0.0,583.0,6114.0,79.8,3546.0,24.0,666.0,20.2,392.68,14.98
20.6,4836.0,0.0,18.1,0.0,583.0,5905.0,53.2,3152.0,24.0,666.0,20.2,388219.0,11.45
15.2,151.0,0.0,27.74,0.0,609.0,5454.0,92.7,1821.0,4.0,711.0,20.1,395.09,18.06
7.0,183.0,0.0,27.74,0.0,609.0,5414.0,98.3,1755.0,4.0,711.0,20.1,344049.0,23.97
8.1,207.0,0.0,27.74,0.0,609.0,5093.0,98.0,1823.0,4.0,711.0,20.1,318.43,29.68
13.6,106.0,0.0,27.74,0.0,609.0,5983.0,98.8,1868.0,4.0,711.0,20.1,390109.0,18.07
21.8,173.0,0.0,9.69,0.0,585.0,5707.0,54.0,2382.0,6.0,391.0,19.2,396898.0,12.01
24.5,0.28,0.0,9.69,0.0,585.0,5926.0,42.6,2382.0,6.0,391.0,19.2,396898.0,13.59
23.1,179.0,0.0,9.69,0.0,585.0,5.67,28.8,2799.0,6.0,391.0,19.2,393289.0,17.6
19.7,0.29,0.0,9.69,0.0,585.0,5.39,72.9,2799.0,6.0,391.0,19.2,396898.0,21.14
18.3,268.0,0.0,9.69,0.0,585.0,5794.0,70.6,2893.0,6.0,391.0,19.2,396898.0,14.1
21.2,239.0,0.0,9.69,0.0,585.0,6019.0,65.3,2409.0,6.0,391.0,19.2,396898.0,12.92
17.5,178.0,0.0,9.69,0.0,585.0,5569.0,73.5,2.4,6.0,391.0,19.2,395.77,15.1
16.8,224.0,0.0,9.69,0.0,585.0,6027.0,79.7,2498.0,6.0,391.0,19.2,396898.0,14.33
22.4,63.0,0.0,11.93,0.0,573.0,6593.0,69.1,2479.0,1.0,273.0,21.0,391988.0,9.67
20.6,45.0,0.0,11.93,0.0,573.0,6.12,76.7,2287.0,1.0,273.0,21.0,396898.0,9.08
22.0,0.11,0.0,11.93,0.0,573.0,6794.0,89.3,2389.0,1.0,273.0,21.0,393449.0,6.48
11.9,47.0,0.0,11.93,0.0,573.0,6.03,80.8,2505.0,1.0,273.0,21.0,396898.0,7.88
